responseID,persona,human,ss
R_3Ht4ZSQ79ZlC6WW,"Racially, I am Asian. I am male. I was born in 2000. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Alberta. ",1,2
R_3HwBgwTsxapcygU,"Racially, I am white. I am female. I was born in 1962. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in British Columbia. ",1,1
R_3I5DjkLHifiHMOt,"Racially, I am white. I am female. I was born in 1999. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in New Brunswick. ",1,1
R_3IPMVnvnleqpoMx,"Racially, I am white. I am female. I was born in 1983. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",-1,1
R_3IQZFVBbq9hdawC,"Racially, I am white. I am male. I was born in 1960. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Saskatchewan. ",2,1
R_3IX2Ft0nMyuOdqQ,"Racially, I am white. I am male. I was born in 1952. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",1,2
R_3IWQjajR1PtshK8,"Racially, I am Asian. I am female. I was born in 1980. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,1
R_3ItEC29UTaRZldv,"Racially, I am Asian. I am female. I was born in 1966. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Saskatchewan. ",2,2
R_3IWWkSJVgQk7UdB,"Racially, I am white. I am female. I was born in 1960. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Nova Scotia. ",2,1
R_3JCdgCdKjShP0PD,"Racially, I am white. I am female. I was born in 1994. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",1,1
R_3JDvBO84oNW1PYJ,"Racially, I am white. I am female. I was born in 1968. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Manitoba. ",1,2
R_3J7SpUSNs1V7ApU,"Racially, I am white. I am female. I was born in 1988. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in New Brunswick. ",1,2
R_3JCxT6rQKFshi94,"Racially, I am white. I am female. I was born in 1961. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",-1,2
R_3JEqjTwrly0NN3V,"Racially, I am white. I am female. I was born in 1986. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",-1,1
R_3JEM69JCqdol8mo,"Racially, I am white. I am male. I was born in 1940. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Manitoba. ",1,2
R_3JK3dEwsnL2ky09,"Racially, I am white. I am male. I was born in 1990. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Nova Scotia. ",1,2
R_3JKPalnzUZwdjzT,"Racially, I am white. I am female. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,1
R_3JFpSQCdyRnkfpA,"Racially, I am white. I am male. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",2,1
R_3JJCDzNOcSiz77K,"Racially, I am white. I am male. I was born in 1957. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Nova Scotia. ",1,2
R_3JlXDdh3PJT2i64,"Racially, I am Hispanic. I am male. I was born in 1988. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,1
R_3JdP6bNimOaDXI8,"Racially, I am Asian. I am male. I was born in 2004. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,1
R_3KAv1JOqjWbFDyo,"Racially, I am white. I am female. I was born in 1950. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",1,1
R_3Je0e0QvA0lzdGr,"Racially, I am white. I am female. I was born in 1951. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Nova Scotia. ",1,1
R_3Js0tvMNc2hNIwk,"Racially, I am white. I am female. I was born in 1973. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Ontario. ",1,1
R_3KDfvIriRUrEgrR,"Racially, I am white. I am male. I was born in 1985. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",1,2
R_3KDs8KDzc8BLNfX,"Racially, I am white. I am male. I was born in 1960. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Alberta. ",2,2
R_3KYNvWPjJQYm2bN,"Racially, I am white. I am female. I was born in 1998. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in New Brunswick. ",1,1
R_3KT7LDn4oMBjypn,"Racially, I am Asian. I am female. I was born in 1969. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in British Columbia. ",1,1
R_3KxW4oz7hFpvsVN,"Racially, I am white. I am female. I was born in 1983. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",1,1
R_3KxZL073gvoWBOH,"Racially, I am . I am female. I was born in 1980. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",-1,2
R_3L0CpNn1QuFDRCr,"Racially, I am white. I am female. I was born in 1996. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in Quebec. ",2,1
R_3L1fkuRDNbJG4ep,"Racially, I am white. I am male. I was born in 1951. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Saskatchewan. ",2,1
R_3LaT9pHWnKz5q7W,"Racially, I am Hispanic. I am male. I was born in 2010. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Nova Scotia. ",-1,2
R_3LYDnngqb1XV5dD,"Racially, I am white. I am female. I was born in 1991. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,2
R_3LhDMZFQuTJedF9,"Racially, I am white. I am male. I was born in 1947. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",1,2
R_3LhyOBIV17HoHX2,"Racially, I am white. I am female. I was born in 1986. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,2
R_3LkltEdVSVWF9Bz,"Racially, I am Asian. I am male. I was born in 2000. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,1
R_3LiOBO0Lq1GLytO,"Racially, I am white. I am female. I was born in 1968. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Manitoba. ",1,1
R_3M3QCotlWulMmBU,"Racially, I am white. I am male. I was born in 1942. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",1,2
R_3M421aPNVd4Qq5v,"Racially, I am white. I am male. I was born in 1978. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Saskatchewan. ",2,2
R_3M4ISYaNuvUWpmU,"Racially, I am . I am male. I was born in 1990. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",2,1
R_3M4EzCPbjQE3cb0,"Racially, I am white. I am male. I was born in 1979. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Saskatchewan. ",2,2
R_3MAk9mwjuyUhAZt,"Racially, I am white. I am male. I was born in 1962. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",2,1
R_3MJZa7semKedVgD,"Racially, I am white. I am male. I was born in 1956. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",1,2
R_3MMyxBvAIGKm1hx,"Racially, I am white. I am male. I was born in 1951. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_3MRNh9o3F95seur,"Racially, I am white. I am male. I was born in 1968. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",1,2
R_3MM3HtJ3RLEplXm,"Racially, I am white. I am male. I was born in 1959. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in British Columbia. ",1,2
R_3MK9r5pykBD4zOK,"Racially, I am white. I am female. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Saskatchewan. ",2,1
R_3Mcb725xCDSYr1a,"Racially, I am . I am female. I was born in 2000. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in British Columbia. ",2,1
R_3MQbPM8teTo2Roo,"Racially, I am white. I am male. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_3MhEXY3M9u0Utef,"Racially, I am white. I am male. I was born in 1974. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",2,2
R_3Ms32bj8PDQFUOS,"Racially, I am white. I am male. I was born in 1942. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",2,2
R_3MxMJl1NPr6XvwQ,"Racially, I am white. I am female. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Quebec. ",1,2
R_3NDNvdzGRU78nmr,"Racially, I am white. I am male. I was born in 1962. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",1,2
R_3MzDUi35lS9G8mc,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in British Columbia. ",2,2
R_3ND2KhKDDUZUgMI,"Racially, I am white. I am male. I was born in 1964. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,2
R_3NDNRkLJ3WKQX9j,"Racially, I am white. I am male. I was born in 1959. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",-1,2
R_3NFpdl4firGCg8s,"Racially, I am Asian. I am male. I was born in 1979. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in British Columbia. ",2,1
R_3NWEGIXneXnJE8A,"Racially, I am white. I am female. I was born in 1975. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",-1,1
R_3NKEg0xIFtlutfS,"Racially, I am white. I am female. I was born in 1996. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Quebec. ",-1,2
R_3O3uk4LSFxF8CmW,"Racially, I am white. I am female. I was born in 1978. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Quebec. ",2,1
R_3Ny3TOPZ2IYJ1mb,"Racially, I am white. I am male. I was born in 1991. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",2,1
R_3O2iq4RAv3qDUt1,"Racially, I am Indigenous. I am female. I was born in 1977. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,1
R_3O6vKrJOkgQLyyY,"Racially, I am white. I am female. I was born in 1957. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Nova Scotia. ",-1,1
R_3O8jKgP7PSFaIng,"Racially, I am white. I am male. I was born in 1949. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Nova Scotia. ",1,2
R_3OcCO46LzYITBN1,"Racially, I am Asian. I am female. I was born in 1986. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",2,1
R_3OizC2jkTvqfxzk,"Racially, I am white. I am female. I was born in 1979. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",1,1
R_3P5cZ4P0v4xBuQ3,"Racially, I am white. I am male. I was born in 1985. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",-1,2
R_3P5IDxXp23fG8VC,"Racially, I am white. I am female. I was born in 1979. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",1,1
R_3P7CdoH1JHEG517,"Racially, I am white. I am male. I was born in 1954. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Prince Edward Island. ",-1,2
R_3P6PgfrfiqpMcah,"Racially, I am white. I am female. I was born in 1965. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Nova Scotia. ",2,1
R_3PB4iLFvESADWCl,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,2
R_3PAzxFh78kibd8m,"Racially, I am white. I am female. I was born in 1986. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Newfoundland and Labrador. ",1,1
R_3PFW4MUgMS4yt3G,"Racially, I am white. I am male. I was born in 1956. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",1,2
R_3PHBSKXep1eAa1X,"Racially, I am white. I am female. I was born in 1984. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in British Columbia. ",1,2
R_3PH9XQQyIkVxUrf,"Racially, I am white. I am female. I was born in 1969. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in Quebec. ",-1,1
R_3PLxtXx4OGLPFIS,"Racially, I am white. I am male. I was born in 1970. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,2
R_3PLG2lHDuCTSNQW,"Racially, I am Asian. I am male. I was born in 2002. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",-1,1
R_3PWYCZLeSl1ydeu,"Racially, I am white. I am male. I was born in 1948. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Newfoundland and Labrador. ",1,2
R_3PTQ2x3xHBUlUiJ,"Racially, I am white. I am female. I was born in 1981. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in British Columbia. ",1,2
R_3PWVOUQ0p19BHzX,"Racially, I am Asian. I am male. I was born in 1996. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Alberta. ",1,1
R_3PXZBipkMthDBiI,"Racially, I am white. I am male. I was born in 1948. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",-1,2
R_3PUguVORkPMCMx9,"Racially, I am black. I am male. I was born in 1975. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Saskatchewan. ",1,1
R_3PZFSlvGbC2MQtw,"Racially, I am Asian. I am female. I was born in 1962. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,1
R_3Pd9ynPjVwDzzkH,"Racially, I am white, Indigenous. I am male. I was born in 1988. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Alberta. ",-1,2
R_3PYPh0RaBt36seq,"Racially, I am white. I am male. I was born in 1956. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Alberta. ",1,2
R_3Pe25yL0X8eEeEc,"Racially, I am white. I am female. I was born in 1988. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Quebec. ",1,2
R_3Pp3gQRzzKaMpCc,"Racially, I am Asian. I am male. I was born in 1992. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",-1,2
R_3PdW31l93mf0M8j,"Racially, I am black. I am male. I was born in 1982. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Saskatchewan. ",1,1
R_3PovAcGONKucjCL,"Racially, I am white. I am female. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in British Columbia. ",1,2
R_3Ptpio6fXVFg6rD,"Racially, I am white. I am male. I was born in 1950. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Manitoba. ",2,2
R_3Q00KczfeoFao2v,"Racially, I am white, black. I am female. I was born in 1997. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Saskatchewan. ",-1,1
R_3PvQ0qJRlWM5ic6,"Racially, I am white. I am female. I was born in 1968. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Quebec. ",1,1
R_3QJLk6hmj7Zd4eR,"Racially, I am white. I am male. I was born in 1949. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Ontario. ",2,1
R_3QJE78aEQj4o3TF,"Racially, I am white. I am male. I was born in 1983. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Quebec. ",1,2
R_3QGjDrsCYdqDfHM,"Racially, I am white. I am male. I was born in 1973. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",-1,2
R_3QnqlvgC6f3ehk5,"Racially, I am white. I am male. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Manitoba. ",2,2
R_3QSGCqE1G8xZ0oH,"Racially, I am white. I am male. I was born in 1983. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 2. I live in Ontario. ",2,1
R_3QoU4XaqQ2m83aF,"Racially, I am white. I am male. I was born in 1969. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",1,2
R_3QYiYC5Qzi3isQb,"Racially, I am white. I am female. I was born in 1938. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Alberta. ",2,1
R_3QXyamhVvP0uGlX,"Racially, I am white, Indigenous. I am female. I was born in 1963. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Alberta. ",-1,1
R_3RfFU2w5e3S8wEi,"Racially, I am white. I am female. I was born in 1994. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Alberta. ",2,1
R_3Rlxd3QWJj7Uxlh,"Racially, I am white. I am male. I was born in 1962. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in Nova Scotia. ",1,2
R_3Rgy0afn7Ja4TrN,"Racially, I am white. I am female. I was born in 1987. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 4. I live in Alberta. ",1,2
R_3RyzluSzONRF64i,"Racially, I am white. I am male. I was born in 1955. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Prince Edward Island. ",1,1
R_3RlTawtN6zap5gy,"Racially, I am white, Indigenous. I am male. I was born in 1960. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in British Columbia. ",1,1
R_3dESWLcT5n1YpqV,"Racially, I am white. I am male. I was born in 1954. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Newfoundland and Labrador. ",1,2
R_3dDGYyJqkqRuqgd,"Racially, I am Hispanic. I am male. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Quebec. ",1,1
R_3dFlondmEr4rjp3,"Racially, I am white, Indigenous, . I am female. I was born in 1968. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in British Columbia. ",1,1
R_3dKV0QxAt36Al81,"Racially, I am white. I am not male or female. I was born in 2001. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Ontario. ",1,2
R_3dM5JLrjXBCkwSC,"Racially, I am white. I am female. I was born in 1959. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Nova Scotia. ",2,1
R_3dJPyZt1v3InQ3R,"Racially, I am Asian. I am male. I was born in 1954. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Ontario. ",1,2
R_3dKbmCsAFn2figA,"Racially, I am white. I am female. I was born in 1991. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 5. I live in Ontario. ",1,1
R_3dPKRFABPNPBid0,"Racially, I am white. I am female. I was born in 1960. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 6. I live in Quebec. ",-1,1
R_3dSWbISo3HuxRLE,"Racially, I am white. I am female. I was born in 1958. I consider myself on the left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 7. I live in New Brunswick. ",-1,1
R_3dRFgiOWWIVPtQT,"Racially, I am white. I am male. I was born in 1946. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Nova Scotia. ",2,1
R_3dTcARrzbwRr2Md,"Racially, I am white. I am female. I was born in 1971. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 0. I live in Ontario. ",-1,1
R_3dYCAFI0c0LkBQP,"Racially, I am white. I am male. I was born in 1960. I consider myself on the centre right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Manitoba. ",1,2
R_3e9TwpXhF28dXg9,"Racially, I am white. I am male. I was born in 1967. I consider myself on the centre left side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Saskatchewan. ",2,1
R_3dWFU4ns0gBubKV,"Racially, I am white. I am male. I was born in 1954. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",1,2
R_3eaeWIOjvHcrHaO,"Racially, I am white. I am female. I was born in 1981. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in New Brunswick. ",1,2
R_3dtefdmwGKy1YnD,"Racially, I am white. I am female. I was born in 1960. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 8. I live in Newfoundland and Labrador. ",2,1
R_3ebktelnymTJ9q8,"Racially, I am white. I am male. I was born in 1958. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 1. I live in Ontario. ",1,2
R_3QKxyXyf8hMCIMT,"Racially, I am white. I am female. I was born in 1957. I consider myself on the centre side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 10. I live in Quebec. ",-1,1
R_3effNaslojqLFjx,"Racially, I am white. I am female. I was born in 1969. I consider myself on the right side of the political spectrum. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 9. I live in Newfoundland and Labrador. ",1,2
R_3ekOY0iFLBXI0Jb,"Racially, I am white. I am female. On a scale where 0 means not interested at all and 10 means a great deal of interest, I would rate my interest in politics generally as 3. I live in Quebec. ",2,1
