responseID,VCF0101,VCF0104,VCF0105a,VCF0110,VCF0111,VCF0114,VCF0127,VCF0128,VCF0130,VCF0140,VCF0143,VCF0146,VCF0147,VCF0901b,VCF0302,VCF0310,VCF0705,VCF0733,VCF0849
4173,58,1,1,3, ,5,2,1,1,5,1,1,1,PA,1,3,2,2,5
4174,23,1,1,4, ,2,2,1,5,6,1,9,2,IN,5,3,0,9,1
4175,34,1,6,3, ,3,2,4,5,5,1,9,7,ME,2,1,3,4,1
4176,62,1,1,2, ,4,2,1,5,3,1,1,1,PA,1,3,0,9,5
4177,28,1,3,4, ,2,2,4,5,6,5,9,2,VA,5,2,0,9,5
4178,54,2,1,4, ,4,2,2,5,6,1,9,1,WI,1,2,1,4,5
4179,0,1,1,3, ,1,2,4,2,5,1,9,2,WI,2,2,2,1,6
4180,20,1,2,2, ,1,2,1,5,3,1,9,7,NC,5,2,1,9,1
4181,76,1,1,2, ,2,2,1,1,3,1,9,1,NC,2,2,0,9,5
4182,54,2,1,3, ,1,2,4,5,4,5,9,3,IN,5,2,1,2,5
4183,71,1,1,3, ,3,2,4,5,4,1,1,1,OR,5,3,1,1,1
4184,20,2,6,3, ,1,2,4,3,5,1,9,2,CA,1,2,0,4,1
4185,44,1,1,2, ,1,2,4,5,3,1,2,2,CO,2,3,1,5,5
4186,0,2,2,4, ,3,1,1,1,6,5,9,1,NJ,5,2,1,2,1
4187,30,1,5,4, ,4,2,2,5,6,5,1,1,GA,1,1,2,9,5
4188,0,0,9,0, ,0,0,4,9,9,9,9,8,WI,2,3,2,2,5
4189,43,2,1,3, ,2,2,1,3,4,1,1,3,NC,5,1,0,9,5
4190,0,1,1,3, ,3,2,1,5,4,1,9,2,NY,1,3,0,2,1
4191,58,1,1,3, ,4,2,4,5,4,1,9,1,OH,1,2,2,9,5
4192,75,1,1,4, ,1,1,1,2,6,1,9,1,KS,5,3,1,3,1
4193,58,2,2,3, ,2,2,1,2,5,1,1,2,WI,5,2,1,7,1
4194,71,1,1,4, ,3,2,4,5,6,1,9,3,CA,1,3,2,3,5
4195,64,2,1,3, ,0,2,1,4,4,1,1,1,TX,1,3,2,5,5
4196,0,1,2,2, ,0,2,1,3,3,1,2,2,MS,5,2,0,2,1
4197,66,2,1,3, ,1,2,4,5,5,1,9,3,IL,2,3,1,7,5
4198,44,2,1,4, ,3,2,4,5,6,1,1,3,TN,2,2,1,5,1
4199,0,2,1,4, ,3,2,1,2,6,1,9,1,NC,2,2,1,2,1
4200,75,2,1,3, ,1,1,1,2,5,1,9,5,SC,5,3,1,2,1
4201,38,2,1,4, ,2,2,2,4,6,1,9,2,IN,5,1,0,9,1
4202,26,1,1,3, ,4,2,2,5,5,1,9,2,ND,1,2,2,5,5
4203,69,1,1,3, ,1,2,1,3,5,1,9,1,WI,1,3,2,3,5
4204,51,2,1,4, ,4,2,2,1,6,1,1,2,NJ,2,3,1,7,1
4205,53,1,1,4, ,0,2,4,5,6,1,1,1,CA,2,2,0,9,1
4206,29,2,5,4, ,3,2,4,5,6,5,9,1,CO,2,3,2,2,1
4207,46,1,1,2, ,1,2,1,2,3,1,9,2,KY,1,2,2,6,5
4208,30,1,5,3, ,2,2,2,5,5,5,2,1,TX,2,2,0,9,1
4209,33,1,1,3, ,4,2,4,4,4,1,1,1,TX,2,1,0,3,1
4210,65,2,2,2, ,1,2,1,4,3,1,1,1,NC,5,2,1,4,1
4211,72,1,1,3, ,3,1,1,5,4,1,9,1,PA,1,3,2,5,5
4212,31,1,1,3, ,3,2,4,5,5,1,9,1,TN,5,3,1,7,1
4213,80,2,1,4, ,3,1,1,4,6,1,9,2,CA,1,3,2,3,5
4214,39,2,5,3, ,4,1,4,4,5,5,9,1,CA,2,1,2,9,5
4215,35,2,1,3, ,1,2,4,5,5,1,9,2,MI,2,2,0,4,1
4216,26,1,1,4, ,2,2,4,1,6,1,9,1,UT,1,2,1,1,5
4217,37,1,5,3, ,2,1,4,5,5,5,9,5,WA,2,3,1,7,1
4218,80,2,1,1, ,1,2,1,2,2,1,9,5,VA,1,3,2,2,5
4219,34,2,1,4, ,5,2,2,5,6,1,1,1,FL,5,3,1,4,1
4220,66,1,1,4, ,3,2,2,1,6,1,1,1,NY,5,3,1,7,1
4221,36,0,2,4, ,5,2,1,5,6,9,9,8,NY,2,2,2,3,1
4222,34,1,2,2, ,1,2,1,5,3,1,2,7,NJ,2,2,0,9,1
4223,63,2,2,3, ,3,2,4,3,5,1,2,3,CA,2,3,1,5,5
4224,29,2,5,4, ,2,2,4,4,6,5,9,3,FL,5,3,0,9,1
4225,60,2,1,2, ,4,2,1,1,3,1,9,1,FL,1,3,2,7,5
4226,0,0,4,3, ,0,2,1,2,5,1,9,2,VA,2,2,0,9,5
4227,73,1,1,1, ,2,2,1,2,2,1,9,1,TX,1,3,2,3,5
4228,25,1,1,3, ,2,2,4,5,4,1,9,2,AZ,1,1,0,9,5
4229,55,1,1,4, ,5,2,4,5,6,5,9,3,MD,2,3,1,7,1
4230,27,2,2,4, ,1,2,4,5,6,1,9,2,TX,5,2,1,3,5
4231,22,1,3,4, ,4,2,4,5,6,5,9,2,MD,5,2,1,3,1
4232,77,2,1,2, ,2,2,2,5,3,1,9,1,MA,5,2,1,5,5
4233,26,2,9,3, ,1,2,4,5,5,9,2,2,OK,4,2,1,4,5
4234,19,2,1,3, ,4,2,4,5,5,1,2,2,CA,5,2,0,9,1
4235,0,0,9,0, ,0,0,4,9,9,9,9,8,OR,1,3,0,9,5
4236,76,2,1,0, ,2,2,1,2,9,1,1,5,SC,1,3,0,9,5
4237,60,2,1,4, ,5,1,1,5,6,1,9,1,NH,2,2,2,7,5
4238,64,1,1,1, ,2,2,1,1,2,1,1,1,TN,1,2,2,3,1
4239,19,2,5,1, ,1,2,4,5,2,1,9,2,OR,4,2,1,1,1
4240,42,2,6,2, ,3,2,4,1,3,1,1,1,ID,2,1,2,5,5
4241,80,2,1,2, ,3,2,1,2,3,5,9,5,WI,1,2,2,9,5
4242,65,2,2,3, ,4,2,4,1,5,1,9,1,AL,5,3,1,2,5
4243,57,1,1,3, ,2,2,4,5,5,1,2,5,NC,5,1,0,9,1
4244,0,1,1,0, ,0,2,1,1,9,1,9,1,TN,2,3,0,9,5
4245,80,1,1,4, ,2,2,2,2,6,1,9,1,MI,5,3,1,5,1
4246,39,1,1,3, ,4,2,1,5,5,1,9,1,VA,1,3,2,4,5
4247,76,1,1,4, ,3,2,1,5,6,1,1,1,OK,1,2,2,3,5
4248,44,1,2,3, ,2,2,1,1,5,1,1,3,MD,5,2,1,3,5
4249,29,2,5,3, ,1,2,4,2,4,1,2,2,NM,2,1,0,9,5
4250,59,2,1,3, ,3,2,4,2,5,1,1,1,NC,1,3,2,7,5
4251,37,1,1,4, ,3,2,4,5,6,1,2,3,TX,2,1,1,4,1
4252,66,2,1,3, ,1,2,1,1,4,1,9,1,TN,1,3,2,3,5
4253,71,1,1,4, ,4,2,1,3,6,1,9,1,MN,2,3,2,3,5
4254,35,1,1,4, ,4,2,1,3,6,1,9,1,OH,5,2,1,1,1
4255,47,2,1,3, ,3,2,1,5,5,1,1,1,SC,1,1,2,1,5
4256,40,2,5,3, ,1,2,4,4,4,5,9,1,TX,1,3,0,7,5
4257,80,1,1,1, ,1,2,1,5,2,1,1,5,IL,1,1,0,3,5
4258,19,1,6,2, ,1,2,1,5,3,1,2,2,KY,1,2,2,7,5
4259,19,1,5,2, ,1,2,2,5,3,5,2,4,GA,2,1,1,7,5
4260,38,2,5,3, ,3,2,4,1,5,5,9,4,FL,2,2,2,1,1
4261,73,2,1,3, ,5,2,1,4,5,1,1,5,FL,2,3,2,0,5
4262,41,2,1,4, ,5,2,3,4,6,1,9,1,CA,5,3,1,1,1
4263,54,2,1,4, ,0,2,2,1,6,9,9,1,NJ,2,2,2,1,5
4264,69,2,1,3, ,3,1,1,5,5,1,1,1,KS,5,2,0,9,6
4265,22,1,1,2, ,1,2,4,5,3,1,2,2,IL,5,2,1,3,1
4266,20,1,6,3, ,1,2,2,5,5,1,9,2,CA,5,2,1,3,1
4267,48,2,1,4, ,4,2,4,5,6,1,1,1,MI,5,3,1,7,1
4268,72,2,1,4, ,3,2,4,5,6,1,1,7,MN,2,3,1,6,1
4269,80,1,1,2, ,2,2,1,5,3,1,9,2,CA,1,1,2,9,5
4270,42,1,1,4, ,3,2,1,1,6,1,9,1,IA,1,2,2,2,5
4271,26,1,1,4, ,3,2,4,5,6,1,2,2,MD,2,2,0,2,1
4272,41,2,1,4, ,4,2,4,5,6,1,1,2,PA,5,3,0,9,1
4273,35,2,2,1, ,1,2,4,5,2,1,1,2,MI,5,1,0,9,5
4274,53,2,1,2, ,1,2,2,5,3,1,1,1,MI,1,1,2,9,5
4275,77,1,1,4, ,4,2,2,1,6,1,1,5,MI,5,3,1,2,1
4276,25,1,5,4, ,3,2,4,5,6,5,2,1,SC,5,2,0,1,1
4277,66,2,1,0, ,0,2,1,2,9,1,1,1,PA,1,3,2,7,5
4278,63,2,1,3, ,2,2,2,1,4,1,1,5,MO,5,1,1,1,5
4279,40,2,1,4, ,1,1,1,2,6,1,9,3,AL,1,2,0,1,5
4280,69,2,4,3, ,2,2,4,5,5,1,9,1,FL,2,3,2,7,1
4281,48,2,1,2, ,1,2,2,1,3,1,9,2,LA,5,2,0,3,1
4282,29,2,1,4, ,3,1,2,5,6,1,9,1,PA,2,2,2,5,5
4283,37,2,1,4, ,4,2,4,4,6,5,9,1,PA,5,1,2,7,1
4284,24,2,2,4, ,3,2,4,5,6,1,1,2,CA,5,2,1,4,1
4285,28,1,2,2, ,1,2,1,5,3,1,9,7,FL,2,2,0,9,5
4286,0,2,1,4, ,2,2,2,1,6,5,2,2,NY,5,3,1,7,1
4287,37,1,1,4, ,4,2,4,5,6,1,2,1,MA,5,3,1,7,1
4288,68,2,1,3, ,4,2,2,4,5,1,9,1,PA,5,3,0,7,1
4289,70,1,1,4, ,3,2,2,2,6,1,9,1,NY,2,2,2,3,1
4290,80,2,1,4, ,3,2,1,2,6,1,9,5,CA,1,3,2,1,5
4291,66,2,1,4, ,4,2,4,5,6,1,9,1,MA,5,3,1,7,1
4292,46,2,1,3, ,3,1,4,5,4,1,2,1,OR,5,3,1,7,1
4293,19,2,5,3, ,1,2,4,5,5,5,2,2,CA,5,3,0,3,1
4294,0,1,9,4, ,0,2,4,5,6,1,1,1,NM,5,3,1,7,1
4295,60,1,5,2, ,3,2,1,5,3,1,9,1,WA,2,2,1,2,1
4296,57,2,1,4, ,4,2,3,5,6,1,9,3,AZ,5,2,1,4,1
4297,58,2,1,4, ,3,2,1,3,6,1,9,1,CO,5,2,1,2,1
4298,76,1,1,3, ,5,2,1,1,5,1,1,1,NC,1,3,2,0,5
4299,80,1,1,0, ,3,2,4,5,9,1,1,1,FL,1,3,0,3,5
4300,22,2,1,3, ,5,2,1,5,4,1,9,5,MT,2,1,0,9,6
4301,75,2,1,4, ,3,1,4,5,6,1,1,1,PA,5,3,1,7,1
4302,58,1,1,4, ,1,2,1,3,6,1,9,2,OH,1,3,2,0,5
4303,51,2,1,2, ,3,2,4,5,3,1,2,4,NJ,5,2,1,6,1
4304,23,1,5,2, ,1,2,4,5,3,1,2,2,TX,2,2,0,9,5
4305,47,2,1,1, ,3,2,4,5,2,1,9,1,MO,2,2,1,5,1
4306,73,0,6,4, ,1,2,1,5,6,1,9,8,WA,1,1,2,9,5
4307,48,1,1,4, ,4,2,1,1,6,1,9,1,CA,5,3,1,7,5
4308,66,1,3,4, ,3,1,2,1,6,5,9,1,CA,1,1,2,1,5
4309,47,2,1,4, ,2,2,1,1,6,1,9,2,TX,2,2,1,1,5
4310,67,2,1,4, ,3,2,4,2,6,1,1,5,NH,1,3,2,2,5
4311,62,1,2,4, ,4,2,1,5,6,1,1,1,TX,5,1,1,5,5
4312,40,2,1,3, ,1,2,1,3,5,1,9,3,IL,5,3,1,5,1
4313,41,2,1,4, ,0,2,1,2,6,1,1,1,TX,1,2,3,1,5
4314,74,2,1,2, ,1,2,2,2,3,1,9,1,MI,1,3,2,5,5
4315,38,2,1,4, ,4,2,4,1,6,1,9,1,AZ,2,3,1,3,1
4316,65,1,1,4, ,4,2,4,5,6,1,9,1,NY,5,3,1,3,1
4317,46,1,2,3, ,1,2,4,4,5,1,1,1,MO,5,2,1,3,1
4318,35,2,1,4, ,4,2,1,3,6,1,1,1,KY,1,2,2,7,5
4319,71,2,1,3, ,3,2,1,1,5,1,1,3,FL,1,1,2,1,5
4320,51,2,2,4, ,4,1,1,2,6,1,9,2,NC,5,2,1,3,1
4321,0,2,1,4, ,4,2,2,5,6,1,9,1,IL,1,2,0,3,5
4322,80,2,1,3, ,1,2,4,1,4,1,9,3,WA,5,3,0,9,1
4323,0,2,1,3, ,3,1,2,4,4,1,1,3,NY,5,3,1,7,1
4324,52,2,1,4, ,4,1,2,4,6,1,1,1,NJ,5,3,1,3,1
4325,62,2,2,3, ,0,2,4,5,5,1,1,3,MD,2,2,0,9,1
4326,39,2,1,4, ,4,2,1,5,6,1,9,1,OH,5,2,1,2,1
4327,74,2,1,4, ,2,2,1,4,6,1,9,3,AZ,5,3,1,6,1
4328,19,1,1,2, ,3,2,4,5,3,1,9,2,MO,5,3,1,1,1
4329,70,2,1,3, ,1,2,4,5,5,1,9,3,CT,2,3,1,4,1
4330,28,1,6,4, ,4,2,4,5,6,1,9,1,TX,4,2,1,1,5
4331,56,2,1,4, ,5,2,2,2,6,1,9,1,NY,1,2,2,5,5
4332,62,1,1,3, ,4,2,1,5,5,1,1,1,UT,5,3,1,7,1
4333,27,1,1,4, ,1,1,4,4,6,1,9,2,PA,5,3,1,7,1
4334,45,2,1,3, ,2,2,1,3,5,1,9,3,TX,1,3,2,7,5
4335,24,1,1,4, ,3,2,1,4,6,1,9,2,FL,1,2,2,4,5
4336,65,1,1,3, ,3,1,4,5,4,1,1,5,TN,2,3,1,5,1
4337,76,2,1,4, ,2,2,1,4,6,1,1,1,FL,1,3,2,4,5
4338,19,1,2,1, ,1,2,1,3,2,1,2,2,GA,5,1,0,3,5
4339,39,2,1,4, ,4,1,1,5,6,1,2,1,CA,2,1,2,5,1
4340,65,1,1,3, ,3,2,1,5,4,1,1,1,OR,1,3,0,9,5
4341,36,1,1,4, ,5,2,1,3,6,1,9,1,IN,2,3,1,2,1
4342,45,2,1,2, ,3,2,4,5,3,1,1,4,CT,2,2,2,7,1
4343,69,2,1,4, ,2,1,4,5,6,1,1,5,MD,5,3,1,7,1
4344,21,1,1,3, ,1,2,4,5,5,1,9,2,WA,1,2,1,7,1
4345,46,2,5,1, ,1,2,4,4,2,5,2,3,AZ,2,2,0,9,5
4346,44,2,1,4, ,5,2,2,3,6,5,1,1,IL,1,2,2,4,5
4347,60,1,1,3, ,4,2,1,5,4,1,1,3,IA,5,3,1,3,1
4348,67,2,3,1, ,2,2,2,1,2,5,1,1,SC,2,2,2,2,1
4349,77,1,1,2, ,4,2,1,2,3,1,1,1,ME,2,2,1,7,5
4350,57,2,1,3, ,4,2,1,2,5,1,9,1,VA,1,3,2,6,5
4351,37,2,3,4, ,2,2,4,5,6,5,9,1,WI,5,2,0,9,1
4352,71,1,1,4, ,4,2,2,1,6,1,1,5,CO,1,3,2,3,5
4353,28,2,1,2, ,2,2,1,5,3,1,2,4,IN,5,2,0,9,1
4354,49,1,1,4, ,4,2,1,5,6,1,1,1,OK,1,3,2,2,5
4355,57,2,1,1, ,2,2,1,9,2,1,1,3,IL,2,3,1,7,5
4356,49,1,3,4, ,5,2,4,5,6,5,1,1,MA,5,3,2,7,5
4357,70,1,1,2, ,1,2,2,1,3,1,9,3,TN,2,3,0,2,5
4358,32,2,5,3, ,2,2,4,5,5,5,9,1,NC,5,3,0,9,1
4359,77,1,5,3, ,3,2,3,5,5,5,1,1,FL,2,3,2,4,5
4360,47,2,1,4, ,1,2,2,4,6,1,1,3,TX,2,3,1,7,1
4361,80,1,1,4, ,3,2,1,2,6,1,9,1,IA,5,3,1,2,1
4362,30,2,1,2, ,3,2,1,4,3,1,9,2,NY,1,3,2,7,5
4363,33,1,9,3, ,2,2,4,5,4,1,9,2,KS,5,1,0,4,6
4364,61,1,1,3, ,2,2,2,5,5,1,9,1,MI,2,3,1,4,1
4365,29,2,3,4, ,4,1,4,5,6,5,9,2,CA,2,3,2,3,1
4366,65,1,1,4, ,1,2,4,5,6,1,9,3,OH,2,3,1,1,1
4367,28,2,1,4, ,2,2,1,5,6,1,2,2,MA,5,2,1,5,1
4368,36,1,5,4, ,4,2,2,5,6,5,9,1,FL,2,1,1,4,5
4369,71,1,1,2, ,1,2,1,5,3,1,1,1,TX,5,2,0,1,1
4370,35,1,6,3, ,1,2,1,2,5,1,9,2,TN,5,3,1,2,1
4371,50,2,1,4, ,4,2,2,5,6,1,1,1,WI,5,2,1,7,1
4372,0,2,1,4, ,3,2,4,5,6,1,9,3,WA,5,3,1,2,1
4373,0,2,1,3, ,0,2,2,5,5,1,9,1,KY,1,1,0,9,1
4374,68,2,1,3, ,2,2,4,1,4,1,1,1,FL,1,3,2,3,5
4375,0,2,1,4, ,3,2,2,5,6,1,9,2,IL,4,2,2,2,5
4376,55,2,1,4, ,2,2,2,1,6,1,9,4,OH,1,2,2,3,5
4377,26,0,2,4, ,0,2,1,1,6,5,9,1,TX,2,2,0,9,5
4378,60,2,1,2, ,1,2,1,5,3,1,9,1,PA,1,2,2,2,5
4379,39,2,1,3, ,1,2,2,5,4,1,9,7,MS,1,3,1,9,5
4380,51,2,2,4, ,3,2,1,3,6,5,9,3,TN,5,2,1,2,1
4381,55,2,1,3, ,1,1,4,5,5,1,1,7,MO,2,2,1,2,1
4382,58,1,1,4, ,0,2,2,5,6,1,9,2,WA,5,2,1,0,1
4383,70,1,1,3, ,1,2,1,3,5,1,1,7,MI,4,3,3,7,5
4384,27,2,1,3, ,2,2,4,5,4,1,9,7,UT,5,2,1,3,1
4385,52,2,1,2, ,2,2,2,1,3,1,1,7,MI,1,3,0,1,1
4386,28,1,5,3, ,3,2,2,5,4,5,1,1,CA,1,3,2,3,5
4387,40,1,1,3, ,4,2,4,1,5,1,1,1,KY,1,3,2,7,5
4388,38,2,1,2, ,1,1,4,5,3,1,9,1,WA,2,1,1,4,1
4389,46,1,1,4, ,5,2,4,5,6,1,1,1,TX,2,3,1,5,1
4390,33,2,1,4, ,3,2,4,5,6,1,2,3,IL,5,3,1,1,1
4391,69,2,2,4, ,3,2,1,9,6,1,9,2,FL,5,2,1,0,6
4392,44,2,1,3, ,4,2,4,5,5,1,1,1,LA,2,2,2,2,5
4393,53,1,4,4, ,2,2,1,3,6,1,1,1,FL,2,2,2,7,6
4394,71,2,2,3, ,2,2,1,1,5,1,2,1,TN,5,3,1,5,1
4395,67,2,2,4, ,4,1,1,2,6,1,1,1,CA,5,3,1,7,1
4396,59,2,1,3, ,0,2,1,5,5,1,1,1,PA,2,3,0,2,5
4397,67,2,1,4, ,4,2,4,5,6,1,9,1,CA,5,3,1,7,1
4398,26,1,1,2, ,4,1,4,5,3,1,1,2,MI,2,1,0,3,1
4399,43,2,1,4, ,4,2,1,1,6,1,9,1,NC,1,2,1,1,1
4400,51,1,4,3, ,1,2,4,5,4,1,1,2,OH,2,2,0,2,1
4401,35,2,5,3, ,1,1,2,2,5,5,1,2,AZ,5,2,0,7,1
4402,72,1,1,4, ,3,2,2,1,6,1,9,1,ID,2,3,1,2,1
4403,66,1,1,4, ,4,1,2,2,6,1,1,1,ME,1,3,2,3,5
4404,50,2,2,3, ,1,2,4,1,5,1,1,5,PA,5,2,1,4,5
4405,70,2,5,4, ,3,1,4,2,6,1,1,1,TX,5,2,0,9,5
4406,41,2,3,4, ,4,2,4,5,6,5,2,1,AZ,5,2,1,4,1
4407,36,1,1,2, ,3,2,4,5,3,1,1,7,TX,2,3,0,9,1
4408,25,2,4,3, ,1,2,4,5,5,1,9,2,VA,2,2,0,2,5
4409,46,2,1,4, ,4,2,1,1,6,1,9,1,NC,1,2,2,1,5
4410,35,2,1,2, ,1,2,1,1,3,1,2,1,SC,1,3,0,9,5
4411,57,1,6,1, ,4,1,4,4,2,5,1,1,NY,5,2,0,9,1
4412,50,1,9,4, ,4,2,2,1,6,1,1,1,NY,4,2,1,5,5
4413,41,2,1,2, ,3,2,1,1,3,1,1,1,WV,2,2,2,7,5
4414,45,2,3,3, ,3,2,2,5,5,5,1,1,VA,2,1,1,1,5
4415,69,1,1,4, ,4,2,4,5,6,1,1,1,NC,1,3,2,7,5
4416,21,1,1,2, ,2,2,4,5,3,1,2,2,IA,1,2,0,9,5
4417,80,1,1,3, ,0,2,1,5,5,1,1,1,CA,1,3,1,5,5
4418,39,2,1,3, ,4,2,1,4,5,1,9,1,SD,5,2,1,4,5
4419,0,1,1,2, ,3,2,1,5,3,1,1,3,FL,2,3,0,2,5
4420,38,1,6,3, ,2,2,2,5,5,1,9,1,MS,2,3,2,5,5
4421,38,1,1,4, ,3,2,4,5,6,1,1,2,CA,5,1,1,0,1
4422,41,1,6,4, ,2,2,1,5,6,1,9,2,OH,5,3,1,7,1
4423,26,2,5,4, ,2,2,4,5,6,1,2,7,NJ,2,2,1,1,5
4424,40,2,2,3, ,1,2,1,1,5,1,1,2,VA,5,2,1,9,1
4425,0,1,1,4, ,3,2,1,1,6,1,9,1,GA,9,2,2,1,5
4426,51,1,1,3, ,4,2,1,1,5,1,1,1,MI,1,3,2,6,5
4427,46,1,1,2, ,4,2,4,5,3,1,9,7,CA,5,2,1,7,1
4428,64,1,1,3, ,3,2,4,5,5,5,9,1,FL,5,3,1,2,5
4429,0,2,9,4, ,4,2,4,5,6,9,9,2,DC,5,3,1,0,1
4430,35,1,5,3, ,3,2,4,4,5,1,9,2,TX,1,2,0,2,5
4431,62,2,1,3, ,3,2,1,1,5,1,9,1,TX,1,3,2,9,5
4432,70,2,2,3, ,4,2,1,2,4,1,9,1,GA,5,3,1,5,1
4433,50,1,1,4, ,4,2,1,3,6,1,9,1,IL,5,3,1,7,1
4434,67,2,1,4, ,2,2,4,2,6,1,1,3,FL,1,3,2,4,5
4435,0,0,9,0, ,0,0,4,9,9,9,9,8,CA,2,2,0,9,6
4436,73,1,1,4, ,4,2,1,5,6,1,9,1,VA,5,3,1,7,1
4437,33,2,6,4, ,4,2,4,4,6,1,2,1,OK,5,1,0,2,1
4438,31,2,2,3, ,1,2,4,5,5,1,9,2,LA,2,2,0,7,1
4439,20,1,3,3, ,4,1,4,5,5,5,9,2,WA,5,2,1,2,1
4440,0,0,9,0, ,0,0,4,9,9,9,9,8,SD,5,1,1,2,1
4441,55,2,1,2, ,3,2,1,4,3,1,9,1,TX,1,3,0,1,5
4442,50,2,2,4, ,4,2,1,2,6,1,9,1,TX,2,1,0,9,5
4443,70,1,1,4, ,4,2,4,4,6,1,9,1,NY,5,3,1,7,1
4444,39,2,1,4, ,5,2,2,2,6,1,1,1,AZ,1,3,2,7,5
4445,51,2,1,2, ,5,2,2,5,3,1,9,1,RI,1,3,2,5,5
4446,61,2,1,2, ,1,2,4,5,3,1,9,3,NM,2,1,0,9,1
4447,23,2,1,4, ,2,2,4,5,6,1,9,2,MO,2,3,0,7,1
4448,32,1,1,3, ,1,1,4,1,5,1,9,1,MO,1,3,2,3,5
4449,69,1,1,3, ,3,2,2,1,5,1,1,1,CT,2,3,2,1,5
4450,57,1,1,1, ,1,2,4,5,2,1,1,7,KS,2,2,0,9,1
4451,44,1,1,4, ,0,2,1,1,6,1,1,1,MI,1,3,0,9,5
4452,23,2,1,3, ,3,2,4,5,5,1,9,2,WA,5,3,1,7,1
4453,51,1,1,2, ,3,1,1,4,3,1,9,1,OH,1,2,0,6,5
4454,38,1,1,4, ,3,2,4,5,6,5,1,1,AZ,1,2,2,3,5
4455,73,1,1,3, ,2,2,1,1,5,1,1,1,MS,1,3,2,3,5
4456,69,1,1,4, ,3,1,2,5,6,1,9,1,KY,5,3,1,0,1
4457,37,1,6,4, ,2,2,4,5,6,1,9,2,NV,2,3,1,0,5
4458,46,1,1,3, ,0,2,1,5,4,1,1,1,IL,4,3,1,4,5
4459,73,2,1,4, ,3,2,1,1,6,1,9,5,CA,1,3,2,6,5
4460,0,2,1,0, ,5,2,1,4,9,1,9,7,CA,1,3,2,7,5
4461,73,2,1,3, ,3,2,4,5,4,1,9,1,ID,2,3,0,9,5
4462,65,2,1,3, ,2,1,4,5,5,1,2,1,FL,2,3,1,1,1
4463,34,2,1,3, ,3,2,1,5,5,1,9,2,MA,2,2,2,7,1
4464,28,2,1,4, ,1,2,4,5,6,1,1,2,MN,5,2,1,1,1
4465,27,2,1,2, ,3,2,1,5,3,1,2,7,TX,4,3,2,3,5
4466,55,1,3,3, ,4,2,2,5,4,5,9,1,AZ,2,3,2,9,5
4467,55,2,3,4, ,4,2,1,5,6,5,9,1,OH,5,2,1,4,1
4468,65,2,1,3, ,2,2,4,5,4,1,9,1,NC,2,3,1,2,1
4469,71,1,1,3, ,3,2,1,5,5,1,9,1,TX,1,3,2,5,5
4470,54,2,2,3, ,1,2,1,5,5,1,9,2,GA,5,3,1,4,5
4471,50,1,1,3, ,4,1,2,4,5,1,9,1,MO,4,2,2,0,5
4472,74,1,1,2, ,5,2,1,5,3,1,1,1,FL,1,3,2,5,5
4473,53,2,1,3, ,1,2,1,3,4,1,9,3,MS,2,2,0,2,5
4474,29,1,1,4, ,4,2,2,5,6,1,9,1,MO,5,3,1,4,1
4475,72,1,1,4, ,4,2,4,5,6,1,1,7,MI,5,3,1,7,1
4476,0,1,1,2, ,3,2,1,5,3,1,1,3,CA,1,2,2,1,5
4477,48,2,3,3, ,4,2,4,4,5,5,9,1,CA,2,3,1,5,1
4478,69,2,5,3, ,3,2,2,5,4,1,1,1,MA,2,1,1,2,5
4479,36,2,1,1, ,1,2,4,5,2,1,9,4,IA,2,1,0,2,5
4480,0,2,1,4, ,0,2,1,2,6,1,1,1,GA,1,3,2,2,5
4481,26,1,3,4, ,4,2,4,5,6,5,9,2,CA,5,3,1,7,1
4482,23,2,4,4, ,3,2,4,5,6,5,9,2,TN,2,3,1,3,1
4483,60,1,1,2, ,2,2,2,4,3,1,1,1,IL,1,3,2,3,1
4484,54,1,1,3, ,3,2,4,2,5,1,9,1,VA,1,2,0,9,6
4485,27,1,1,4, ,3,2,1,5,6,1,2,7,MN,5,3,1,7,1
4486,45,1,1,3, ,3,2,2,2,5,1,1,1,IN,2,2,2,1,5
4487,69,1,1,4, ,4,1,4,5,6,1,1,1,OR,5,3,1,6,1
4488,30,1,1,4, ,2,2,4,2,6,1,2,2,NJ,2,1,1,7,1
4489,80,2,1,3, ,3,2,3,5,5,5,9,1,FL,5,3,1,2,5
4490,65,1,1,4, ,4,2,4,5,6,1,9,1,OH,1,3,2,3,5
4491,76,2,1,3, ,1,2,4,5,5,5,1,3,FL,2,3,2,4,1
4492,39,2,3,4, ,1,2,4,5,6,5,9,1,PA,5,3,0,7,1
4493,60,2,1,3, ,4,2,2,3,4,1,9,1,WI,1,3,2,1,5
4494,40,1,5,2, ,0,2,1,2,3,5,9,7,IL,4,3,3,1,1
4495,37,2,5,2, ,1,2,1,5,3,5,9,4,MA,2,3,0,9,1
4496,42,2,1,4, ,4,1,4,5,6,1,1,1,WA,2,1,3,4,1
4497,63,1,1,4, ,3,2,4,2,6,1,2,1,WA,5,3,1,2,1
4498,54,2,1,3, ,1,2,4,5,5,1,9,3,CA,1,3,2,7,5
4499,25,2,2,3, ,1,2,4,5,5,1,2,2,FL,5,3,1,7,5
4500,29,2,2,3, ,3,2,1,4,5,1,9,2,MI,5,2,3,7,5
4501,25,1,1,4, ,4,2,4,5,6,1,9,2,MA,4,2,1,5,1
4502,73,2,1,4, ,3,2,4,5,6,1,9,3,OR,5,3,1,3,1
