responseID,VCF0101,VCF0104,VCF0105a,VCF0130,VCF0302,VCF0310,VCF0705,VCF0733,VCF0305,VCF0803,VCF0901b
64219,77,1,1,1,5,3,1,2,4,2,MI
64220,25,1,5,5,5,2,0,1,3,3,SC
64221,66,2,1,2,1,3,2,7,4,6,PA
64222,63,2,1,1,5,1,1,1,4,9,MO
64223,40,2,1,2,1,2,0,1,4,6,AL
64224,69,2,4,5,2,3,2,7,1,4,FL
64225,48,2,1,1,5,2,0,3,4,3,LA
64226,29,2,1,5,2,2,2,5,1,4,PA
64227,37,2,1,4,5,1,2,7,3,4,PA
64228,24,2,2,5,5,2,1,4,4,2,CA
64229,28,1,2,5,2,2,0,9,1,9,FL
64230,0,2,1,1,5,3,1,7,4,3,NY
64231,37,1,1,5,5,3,1,7,4,2,MA
64232,68,2,1,4,5,3,0,7,4,2,PA
64233,70,1,1,2,2,2,2,3,1,4,NY
64234,80,2,1,2,1,3,2,1,4,7,CA
64235,66,2,1,5,5,3,1,7,4,2,MA
64236,46,2,1,5,5,3,1,7,4,2,OR
64237,19,2,5,5,5,3,0,3,4,9,CA
64238,0,1,9,5,5,3,1,7,4,1,NM
64239,60,1,5,5,2,2,1,2,1,4,WA
64240,57,2,1,5,5,2,1,4,4,3,AZ
64241,58,2,1,3,5,2,1,2,4,2,CO
64242,76,1,1,1,1,3,2,0,4,7,NC
64243,80,1,1,5,1,3,0,3,4,4,FL
64244,22,2,1,5,2,1,0,9,1,9,MT
64245,75,2,1,5,5,3,1,7,4,2,PA
64246,58,1,1,3,1,3,2,0,4,4,OH
64247,51,2,1,5,5,2,1,6,4,2,NJ
64248,23,1,5,5,2,2,0,9,2,5,TX
64249,47,2,1,5,2,2,1,5,2,4,MO
64250,73,0,6,5,1,1,2,9,4,5,WA
64251,48,1,1,1,5,3,1,7,4,5,CA
64252,66,1,3,1,1,1,2,1,3,6,CA
64253,47,2,1,1,2,2,1,1,2,4,TX
64254,67,2,1,2,1,3,2,2,4,6,NH
64255,62,1,2,5,5,1,1,5,4,9,TX
64256,40,2,1,3,5,3,1,5,3,3,IL
64257,41,2,1,2,1,2,3,1,3,5,TX
64258,74,2,1,2,1,3,2,5,4,6,MI
64259,38,2,1,1,2,3,1,3,2,3,AZ
64260,65,1,1,5,5,3,1,3,4,2,NY
64261,46,1,2,4,5,2,1,3,4,9,MO
64262,35,2,1,3,1,2,2,7,4,6,KY
64263,71,2,1,1,1,1,2,1,4,6,FL
64264,51,2,2,2,5,2,1,3,3,4,NC
64265,0,2,1,5,1,2,0,3,3,9,IL
64266,80,2,1,1,5,3,0,9,4,2,WA
64267,0,2,1,4,5,3,1,7,4,3,NY
64268,52,2,1,4,5,3,1,3,4,9,NJ
64269,62,2,2,5,2,2,0,9,1,9,MD
64270,39,2,1,5,5,2,1,2,3,2,OH
64271,74,2,1,4,5,3,1,6,4,3,AZ
64272,19,1,1,5,5,3,1,1,4,2,MO
64273,70,2,1,5,2,3,1,4,2,3,CT
64274,28,1,6,5,4,2,1,1,2,5,TX
64275,56,2,1,2,1,2,2,5,3,5,NY
64276,62,1,1,5,5,3,1,7,4,2,UT
64277,27,1,1,4,5,3,1,7,3,1,PA
64278,45,2,1,3,1,3,2,7,3,5,TX
64279,24,1,1,4,1,2,2,4,4,6,FL
64280,65,1,1,5,2,3,1,5,2,3,TN
64281,76,2,1,4,1,3,2,4,4,5,FL
64282,19,1,2,3,5,1,0,3,4,6,GA
64283,39,2,1,5,2,1,2,5,2,3,CA
64284,65,1,1,5,1,3,0,9,4,7,OR
64285,36,1,1,3,2,3,1,2,2,2,IN
64286,45,2,1,5,2,2,2,7,2,4,CT
64287,69,2,1,5,5,3,1,7,4,2,MD
64288,21,1,1,5,1,2,1,7,3,4,WA
64289,46,2,5,4,2,2,0,9,1,9,AZ
64290,44,2,1,3,1,2,2,4,3,5,IL
64291,60,1,1,5,5,3,1,3,4,2,IA
64292,67,2,3,1,2,2,2,2,2,3,SC
64293,77,1,1,2,2,2,1,7,1,5,ME
64294,57,2,1,2,1,3,2,6,3,7,VA
64295,37,2,3,5,5,2,0,9,4,4,WI
64296,71,1,1,1,1,3,2,3,4,6,CO
64297,28,2,1,5,5,2,0,9,4,4,IN
64298,49,1,1,5,1,3,2,2,3,5,OK
64299,57,2,1,9,2,3,1,7,2,4,IL
64300,49,1,3,5,5,3,2,7,3,5,MA
64301,70,1,1,1,2,3,0,2,1,4,TN
64302,32,2,5,5,5,3,0,9,4,4,NC
64303,77,1,5,5,2,3,2,4,2,5,FL
64304,47,2,1,4,2,3,1,7,2,4,TX
64305,80,1,1,2,5,3,1,2,4,3,IA
64306,30,2,1,4,1,3,2,7,4,6,NY
64307,33,1,9,5,5,1,0,4,3,9,KS
64308,61,1,1,5,2,3,1,4,1,4,MI
64309,29,2,3,5,2,3,2,3,1,4,CA
64310,65,1,1,5,2,3,1,1,2,4,OH
64311,28,2,1,5,5,2,1,5,3,2,MA
64312,36,1,5,5,2,1,1,4,2,5,FL
64313,71,1,1,5,5,2,0,1,3,9,TX
64314,35,1,6,2,5,3,1,2,4,4,TN
64315,50,2,1,5,5,2,1,7,3,4,WI
64316,0,2,1,5,5,3,1,2,4,2,WA
64317,0,2,1,5,1,1,0,9,3,4,KY
64318,68,2,1,1,1,3,2,3,4,6,FL
64319,0,2,1,5,4,2,2,2,2,4,IL
64320,55,2,1,1,1,2,2,3,4,7,OH
64321,26,0,2,1,2,2,0,9,2,5,TX
64322,60,2,1,5,1,2,2,2,4,7,PA
64323,39,2,1,5,1,3,1,9,3,9,MS
64324,51,2,2,3,5,2,1,2,4,3,TN
64325,55,2,1,5,2,2,1,2,1,4,MO
64326,58,1,1,5,5,2,1,0,3,4,WA
64327,70,1,1,3,4,3,3,7,1,5,MI
64328,27,2,1,5,5,2,1,3,3,2,UT
64329,52,2,1,1,1,3,0,1,4,4,MI
64330,28,1,5,5,1,3,2,3,3,6,CA
64331,40,1,1,1,1,3,2,7,4,7,KY
64332,38,2,1,5,2,1,1,4,2,9,WA
64333,46,1,1,5,2,3,1,5,2,3,TX
64334,33,2,1,5,5,3,1,1,4,2,IL
64335,69,2,2,9,5,2,1,0,4,4,FL
64336,44,2,1,5,2,2,2,2,2,5,LA
64337,53,1,4,3,2,2,2,7,2,4,FL
64338,71,2,2,1,5,3,1,5,4,9,TN
64339,67,2,2,2,5,3,1,7,4,2,CA
64340,59,2,1,5,2,3,0,2,2,5,PA
64341,67,2,1,5,5,3,1,7,4,1,CA
64342,26,1,1,5,2,1,0,3,2,3,MI
64343,43,2,1,1,1,2,1,1,3,3,NC
64344,51,1,4,5,2,2,0,2,1,9,OH
64345,35,2,5,2,5,2,0,7,4,4,AZ
64346,72,1,1,1,2,3,1,2,2,3,ID
64347,66,1,1,2,1,3,2,3,4,7,ME
64348,50,2,2,1,5,2,1,4,4,9,PA
64349,70,2,5,2,5,2,0,9,3,9,TX
64350,41,2,3,5,5,2,1,4,3,4,AZ
64351,36,1,1,5,2,3,0,9,2,3,TX
64352,25,2,4,5,2,2,0,2,1,4,VA
64353,46,2,1,1,1,2,2,1,3,6,NC
64354,35,2,1,1,1,3,0,9,4,7,SC
64355,57,1,6,4,5,2,0,9,3,2,NY
64356,50,1,9,1,4,2,1,5,2,6,NY
64357,41,2,1,1,2,2,2,7,2,9,WV
64358,45,2,3,5,2,1,1,1,1,9,VA
64359,69,1,1,5,1,3,2,7,4,6,NC
64360,21,1,1,5,1,2,0,9,3,9,IA
64361,80,1,1,5,1,3,1,5,3,5,CA
64362,39,2,1,4,5,2,1,4,3,4,SD
64363,0,1,1,5,2,3,0,2,2,6,FL
64364,38,1,6,5,2,3,2,5,1,6,MS
64365,38,1,1,5,5,1,1,0,4,3,CA
64366,41,1,6,5,5,3,1,7,4,2,OH
64367,26,2,5,5,2,2,1,1,2,9,NJ
64368,40,2,2,1,5,2,1,9,3,9,VA
64369,0,1,1,1,9,2,2,1,2,5,GA
64370,51,1,1,1,1,3,2,6,4,6,MI
64371,46,1,1,5,5,2,1,7,4,2,CA
64372,64,1,1,5,5,3,1,2,4,4,FL
64373,0,2,9,5,5,3,1,0,3,4,DC
64374,35,1,5,4,1,2,0,2,3,5,TX
64375,62,2,1,1,1,3,2,9,4,9,TX
64376,70,2,2,2,5,3,1,5,4,4,GA
64377,50,1,1,3,5,3,1,7,3,2,IL
64378,67,2,1,2,1,3,2,4,4,6,FL
64379,0,0,9,9,2,2,0,9,0,0,CA
64380,73,1,1,5,5,3,1,7,4,3,VA
64381,33,2,6,4,5,1,0,2,4,2,OK
64382,31,2,2,5,2,2,0,7,2,2,LA
64383,20,1,3,5,5,2,1,2,4,2,WA
64384,0,0,9,9,5,1,1,2,3,9,SD
64385,55,2,1,4,1,3,0,1,4,6,TX
64386,50,2,2,2,2,1,0,9,2,5,TX
64387,70,1,1,4,5,3,1,7,4,2,NY
64388,39,2,1,2,1,3,2,7,4,6,AZ
64389,51,2,1,5,1,3,2,5,4,6,RI
64390,61,2,1,5,2,1,0,9,1,9,NM
64391,23,2,1,5,2,3,0,7,2,2,MO
64392,32,1,1,1,1,3,2,3,4,5,MO
64393,69,1,1,1,2,3,2,1,2,5,CT
64394,57,1,1,5,2,2,0,9,1,9,KS
64395,44,1,1,1,1,3,0,9,4,6,MI
64396,23,2,1,5,5,3,1,7,4,2,WA
64397,51,1,1,4,1,2,0,6,3,4,OH
64398,38,1,1,5,1,2,2,3,3,5,AZ
64399,73,1,1,1,1,3,2,3,4,6,MS
64400,69,1,1,5,5,3,1,0,4,2,KY
64401,37,1,6,5,2,3,1,0,1,4,NV
64402,46,1,1,5,4,3,1,4,1,9,IL
64403,73,2,1,1,1,3,2,6,4,6,CA
64404,0,2,1,4,1,3,2,7,4,6,CA
64405,73,2,1,5,2,3,0,9,1,9,ID
64406,65,2,1,5,2,3,1,1,1,2,FL
64407,34,2,1,5,2,2,2,7,2,4,MA
64408,28,2,1,5,5,2,1,1,3,2,MN
64409,27,2,1,5,4,3,2,3,2,6,TX
64410,55,1,3,5,2,3,2,9,2,9,AZ
64411,55,2,3,5,5,2,1,4,4,2,OH
64412,65,2,1,5,2,3,1,2,2,3,NC
64413,71,1,1,5,1,3,2,5,4,6,TX
64414,54,2,2,5,5,3,1,4,4,9,GA
64415,50,1,1,4,4,2,2,0,2,6,MO
64416,74,1,1,5,1,3,2,5,4,5,FL
64417,53,2,1,3,2,2,0,2,1,9,MS
64418,29,1,1,5,5,3,1,4,4,3,MO
64419,72,1,1,5,5,3,1,7,4,3,MI
64420,0,1,1,5,1,2,2,1,4,5,CA
64421,48,2,3,4,2,3,1,5,1,9,CA
64422,69,2,5,5,2,1,1,2,1,9,MA
64423,36,2,1,5,2,1,0,2,1,4,IA
64424,0,2,1,2,1,3,2,2,3,6,GA
64425,26,1,3,5,5,3,1,7,3,3,CA
64426,23,2,4,5,2,3,1,3,2,1,TN
64427,60,1,1,4,1,3,2,3,4,9,IL
64428,54,1,1,2,1,2,0,9,3,4,VA
64429,27,1,1,5,5,3,1,7,3,3,MN
64430,45,1,1,2,2,2,2,1,1,4,IN
64431,69,1,1,5,5,3,1,6,4,2,OR
64432,30,1,1,2,2,1,1,7,2,4,NJ
64433,80,2,1,5,5,3,1,2,4,9,FL
64434,65,1,1,5,1,3,2,3,4,5,OH
64435,76,2,1,5,2,3,2,4,1,2,FL
64436,39,2,3,5,5,3,0,7,4,2,PA
64437,60,2,1,3,1,3,2,1,4,6,WI
64438,40,1,5,2,4,3,3,1,1,9,IL
64439,37,2,5,5,2,3,0,9,2,2,MA
64440,42,2,1,5,2,1,3,4,2,2,WA
64441,63,1,1,2,5,3,1,2,4,2,WA
64442,54,2,1,5,1,3,2,7,4,4,CA
64443,25,2,2,5,5,3,1,7,4,9,FL
64444,29,2,2,4,5,2,3,7,3,9,MI
64445,25,1,1,5,4,2,1,5,2,1,MA
64446,73,2,1,5,5,3,1,3,4,2,OR
64447,22,2,5,5,2,2,0,4,1,9,TX
64448,80,1,1,5,1,3,2,7,4,6,MN
64449,36,1,1,1,5,3,1,4,3,2,CA
64450,39,2,1,5,5,3,1,7,4,4,PA
64451,35,1,1,5,5,3,1,4,3,2,KS
64452,25,1,1,5,5,3,1,2,4,2,CA
64453,29,2,1,5,5,1,1,5,3,3,PA
64454,48,2,1,1,1,2,2,4,4,7,TN
64455,64,2,4,3,2,3,2,6,2,4,VA
64456,80,1,1,5,1,3,2,3,3,6,CA
64457,80,2,1,3,1,2,0,9,4,7,MN
64458,65,2,1,5,5,3,1,2,4,2,IL
64459,56,2,6,5,2,1,0,7,1,9,KS
64460,39,2,1,3,1,1,2,7,4,6,TX
64461,58,2,5,2,5,1,0,9,4,5,MA
64462,56,2,1,5,1,2,2,2,3,9,MI
64463,65,1,1,1,2,2,2,3,2,5,NY
64464,80,2,1,1,5,3,1,9,4,2,MI
64465,48,2,1,4,1,3,2,3,4,7,OH
64466,65,2,1,5,2,1,1,1,1,4,NH
64467,30,2,1,4,1,2,2,3,3,6,TN
64468,80,2,1,5,5,1,2,9,3,6,CA
64469,39,1,6,4,1,2,2,7,3,5,CA
64470,22,1,2,5,5,3,1,3,4,3,LA
64471,69,1,3,5,2,2,0,9,1,9,CA
64472,46,1,1,5,2,2,0,2,1,7,NE
64473,37,2,3,1,2,2,1,3,1,4,AL
64474,0,2,1,5,2,3,2,7,2,6,TX
64475,31,1,1,5,5,2,1,7,4,1,NY
64476,65,2,1,1,1,3,2,7,4,7,GA
64477,67,1,1,2,2,3,2,1,2,6,MI
64478,80,1,1,5,5,3,1,7,4,3,WA
64479,57,2,1,5,1,2,2,7,3,5,AL
64480,56,1,1,5,5,3,1,4,4,3,CO
64481,31,2,1,5,4,2,1,1,2,9,TX
64482,44,1,1,5,2,2,1,7,2,5,GA
64483,33,1,4,5,5,3,1,9,4,3,AZ
64484,73,2,1,3,2,3,0,9,2,4,OH
64485,70,2,1,5,5,3,1,7,4,1,CA
64486,39,2,1,1,1,1,2,0,4,6,NE
64487,62,2,5,4,5,2,0,9,3,4,CO
64488,45,2,1,5,1,3,2,5,4,6,NY
64489,18,1,1,5,2,1,0,3,2,4,CA
64490,22,2,1,5,5,3,1,2,3,1,WA
64491,29,1,1,5,2,3,1,9,2,3,CO
64492,24,2,1,5,1,2,2,1,4,6,WI
64493,56,0,9,5,2,1,0,9,1,4,CO
64494,33,2,1,5,1,3,2,6,3,4,MI
64495,55,2,1,5,5,3,1,2,4,2,VA
64496,34,1,1,1,1,3,2,2,4,7,NC
64497,70,2,1,2,5,3,1,7,4,3,PA
64498,60,2,1,5,1,3,2,5,4,5,FL
64499,35,1,1,1,2,1,2,7,2,4,KY
64500,41,1,2,4,5,3,1,3,4,6,MI
64501,48,1,1,5,1,3,2,2,4,6,CO
64502,51,1,1,5,1,3,2,3,4,6,GA
64503,53,2,1,5,1,1,2,3,3,4,WA
64504,80,1,1,3,1,3,0,2,3,4,NY
64505,34,2,1,5,1,2,2,3,3,5,NC
64506,65,1,4,5,1,3,1,7,3,5,MA
64507,65,1,1,5,1,3,0,9,4,7,TX
64508,58,2,1,4,5,3,1,7,4,2,TX
64509,75,2,1,2,2,3,2,3,2,5,MS
64510,42,2,1,5,2,1,2,7,2,6,WA
64511,34,1,1,1,1,2,2,5,3,5,AZ
64512,50,1,4,1,5,1,1,9,4,9,AK
64513,40,1,1,5,2,3,1,2,2,3,IL
64514,71,1,1,5,2,2,1,1,1,4,NJ
64515,53,1,1,5,2,3,1,3,2,2,NY
64516,62,1,1,4,1,2,0,9,4,4,MI
64517,43,1,6,5,5,1,1,5,3,9,NY
64518,64,2,2,2,5,3,1,5,4,4,SC
64519,47,2,5,5,5,1,3,1,4,2,MI
64520,58,1,1,2,1,3,2,4,4,7,GA
64521,52,2,1,1,1,3,2,7,4,7,LA
64522,61,2,1,4,1,3,2,7,4,4,NY
64523,80,1,1,2,2,2,0,2,1,4,NC
64524,63,2,1,1,1,3,2,7,4,6,NC
64525,64,2,1,5,5,2,0,9,4,4,OH
64526,38,2,1,1,2,2,0,9,2,4,FL
64527,57,2,1,4,1,3,0,4,4,4,VA
64528,71,1,1,1,1,3,2,7,4,7,TX
64529,32,2,1,5,5,3,1,7,3,4,CO
64530,70,2,1,1,1,3,2,6,4,1,KY
64531,40,1,1,5,2,3,1,7,2,5,OR
64532,66,1,1,4,1,2,2,1,3,3,NY
64533,33,2,1,2,1,2,0,4,3,6,MI
64534,33,1,5,5,2,2,0,9,1,9,TX
64535,65,2,5,2,5,3,1,2,4,4,IL
64536,58,2,1,5,1,3,2,3,4,9,VA
64537,40,1,1,5,2,2,1,6,2,2,GA
64538,53,1,1,5,2,3,0,2,1,6,OH
64539,70,2,1,5,5,3,1,7,4,1,MD
64540,35,2,1,5,1,2,0,1,3,4,WI
64541,74,1,1,2,1,3,2,1,4,7,VA
64542,49,1,1,1,1,2,2,2,4,7,MN
64543,48,2,1,5,2,2,0,9,2,9,GA
64544,79,1,1,2,2,2,0,1,1,9,SC
64545,33,1,1,5,1,2,2,6,3,6,MO
64546,60,2,1,3,1,3,2,9,4,6,MN
64547,67,1,1,5,1,2,2,1,3,4,TN
64548,43,2,1,1,1,2,2,0,3,6,TX
64549,0,2,1,3,1,3,2,5,4,6,CT
64550,75,2,2,1,5,3,1,1,4,9,MS
64551,80,2,1,2,2,3,0,9,2,5,MO
64552,60,2,1,5,1,1,0,2,3,5,CA
64553,33,2,1,5,5,3,1,7,4,3,VA
64554,59,2,1,5,2,3,2,7,2,6,CA
64555,27,1,1,5,2,2,1,2,1,4,FL
64556,67,1,5,2,1,2,1,9,4,5,TX
64557,35,2,1,2,1,3,0,9,4,7,TN
64558,50,1,1,5,2,2,1,2,2,6,WA
64559,74,2,1,1,1,3,2,7,4,6,FL
64560,37,2,1,2,2,2,2,7,2,6,MA
64561,41,2,2,4,2,2,1,2,2,4,NC
64562,76,1,1,3,5,2,1,4,3,3,KS
64563,51,2,3,2,2,1,0,1,1,4,AZ
64564,35,1,1,5,1,3,0,9,4,6,MI
64565,76,1,1,3,5,2,1,0,4,2,FL
64566,73,2,1,4,1,3,2,5,3,6,FL
64567,36,2,1,1,1,2,2,3,3,9,TX
64568,58,2,1,4,1,1,2,5,4,9,WI
64569,41,2,1,5,5,2,1,7,4,1,MN
64570,23,2,1,5,2,2,1,5,2,2,LA
64571,50,2,1,4,5,3,1,7,4,1,OH
64572,70,2,1,2,1,3,2,2,4,7,CA
64573,61,1,2,3,5,2,1,5,4,9,GA
64574,44,1,6,3,1,2,2,1,4,6,FL
64575,24,2,1,4,5,3,1,7,3,1,PA
64576,71,2,1,2,2,3,2,2,2,6,NJ
64577,45,1,1,4,5,3,2,1,3,4,FL
64578,0,1,1,5,2,3,1,7,1,4,AL
64579,0,2,4,1,2,3,3,9,1,4,VA
64580,73,2,1,4,5,3,2,2,3,4,MI
64581,59,1,1,2,2,3,1,6,2,5,MD
64582,21,2,1,5,5,1,0,7,4,2,MO
64583,41,1,1,2,1,3,2,4,4,7,WI
64584,61,2,1,5,4,2,1,3,1,5,NH
64585,18,1,1,5,1,2,2,2,4,4,IN
64586,19,2,6,5,2,1,0,9,2,1,NC
64587,50,1,1,2,2,1,1,2,1,4,OH
64588,40,1,5,5,1,2,0,9,3,5,CA
64589,28,2,3,5,5,3,0,5,4,2,PA
64590,0,2,2,5,5,2,0,9,4,4,MD
64591,34,2,1,5,1,3,2,3,4,6,NJ
64592,30,2,5,5,5,3,1,1,3,4,CA
64593,64,2,1,4,1,2,0,9,4,6,SC
64594,39,1,1,5,5,2,1,2,4,1,OR
64595,33,2,1,4,1,3,2,7,4,7,TX
64596,0,1,1,2,2,3,0,9,2,4,PA
64597,72,2,1,5,5,1,1,0,4,9,WA
64598,69,2,1,5,2,3,1,2,2,3,IL
64599,57,1,1,1,1,3,2,3,4,6,PA
64600,72,1,1,5,2,3,1,7,2,3,CA
64601,44,1,1,1,1,3,2,3,3,4,NJ
64602,57,2,1,5,1,2,2,9,4,9,MN
64603,67,1,2,1,5,3,1,2,4,9,TX
64604,54,2,6,5,2,3,1,4,2,1,CA
64605,67,1,1,4,5,3,1,7,4,2,WA
64606,72,2,1,1,5,3,1,4,3,2,MI
64607,31,2,2,5,2,2,2,7,2,5,NJ
64608,69,2,1,3,1,3,2,3,4,6,CT
64609,33,2,1,4,5,1,1,1,3,3,MN
64610,57,2,1,5,2,3,2,7,2,5,CO
64611,46,1,1,5,2,1,2,9,2,5,CO
64612,73,1,1,5,5,3,1,7,4,5,IL
64613,64,2,1,1,1,2,2,2,4,4,NC
64614,18,1,1,1,2,2,0,1,1,9,UT
64615,66,1,1,4,1,3,0,2,3,6,FL
64616,36,2,1,2,2,2,2,2,2,6,VA
64617,64,2,2,5,5,2,1,0,4,2,WI
64618,45,1,5,5,5,3,1,7,4,1,MI
64619,41,2,5,3,5,3,1,9,4,2,UT
64620,29,2,1,5,2,1,0,4,2,2,UT
64621,53,1,1,5,5,3,1,1,4,2,NM
64622,65,2,1,1,2,3,0,7,2,6,NC
64623,62,1,1,5,2,3,1,0,2,3,WI
64624,79,1,1,3,1,2,2,2,4,6,TX
64625,62,2,1,5,5,2,2,9,3,9,WI
64626,73,2,1,5,5,3,1,7,3,2,CA
64627,64,1,1,3,1,3,2,4,3,6,MN
64628,70,1,1,4,4,3,0,9,2,6,CO
64629,52,2,5,5,2,2,1,4,2,5,WA
64630,20,2,1,5,4,3,0,9,2,9,NY
64631,54,1,1,5,5,3,2,7,4,4,RI
64632,41,2,1,5,1,3,2,7,3,5,IL
64633,72,1,2,5,2,3,1,2,2,9,FL
64634,29,2,1,1,5,2,1,5,3,3,IN
64635,43,1,1,5,2,2,1,7,2,4,TX
64636,31,1,3,5,2,3,1,7,1,3,HI
64637,69,2,1,1,5,2,1,7,4,2,IA
64638,39,2,5,5,5,3,1,7,4,2,TX
64639,71,2,2,1,5,3,1,7,4,3,CA
64640,43,2,5,5,5,2,1,7,4,9,NY
64641,23,2,1,5,2,2,0,9,1,4,CA
64642,77,1,1,5,5,3,1,2,4,2,IN
64643,47,1,1,5,2,2,1,3,2,1,CA
64644,26,1,2,5,2,2,0,2,1,4,GA
64645,29,2,2,1,5,3,1,2,3,4,NC
64646,30,1,1,5,5,3,1,3,3,2,GA
64647,80,2,1,2,1,3,0,9,4,9,PA
64648,43,1,1,5,5,3,1,7,4,2,VA
64649,50,1,1,3,1,3,2,7,3,6,AL
64650,28,2,6,3,5,3,0,9,4,9,NY
64651,41,0,1,5,1,2,0,9,3,9,DE
64652,46,2,1,5,1,3,2,9,3,5,AL
64653,39,1,1,5,5,2,0,9,3,2,WA
64654,64,2,1,5,2,2,0,4,2,4,WI
64655,44,1,2,4,5,1,1,2,3,4,FL
64656,30,2,6,5,5,3,1,7,4,2,TX
64657,27,1,1,5,2,3,1,2,2,1,IL
64658,53,2,5,5,2,1,0,1,1,9,NY
64659,68,1,1,2,2,3,2,3,2,5,MA
64660,66,2,1,1,2,2,2,3,2,6,CA
64661,26,1,1,4,1,2,2,2,4,6,WY
64662,47,1,1,5,2,3,1,1,1,4,NY
64663,75,2,1,5,5,3,1,7,4,2,MI
64664,43,2,6,2,2,3,0,0,2,4,FL
64665,65,2,1,4,1,3,2,1,4,6,MI
64666,60,1,2,5,2,2,0,9,1,4,AR
64667,39,2,5,5,2,2,0,9,1,3,NJ
64668,56,2,1,5,2,3,1,7,2,2,AK
64669,80,2,1,4,2,3,2,7,2,6,RI
64670,0,2,1,4,4,1,0,9,1,9,IL
64671,40,2,1,5,5,3,1,2,4,9,PA
64672,40,2,1,3,5,2,2,9,3,4,SD
64673,33,2,2,1,5,2,1,7,4,2,PA
64674,24,2,3,3,5,1,1,1,4,2,IL
64675,49,1,1,5,5,3,0,9,4,3,PA
64676,80,1,2,3,5,2,1,2,4,4,FL
64677,57,2,1,2,2,2,2,2,1,4,TX
64678,0,2,9,5,4,3,0,2,1,9,GA
64679,71,2,1,1,1,3,2,5,4,7,FL
64680,37,1,1,5,2,3,0,9,1,9,MS
64681,74,2,1,5,5,3,0,9,4,2,TX
64682,18,2,1,1,2,2,0,9,1,9,IL
64683,28,1,1,5,5,3,3,7,4,1,MO
64684,60,2,1,4,5,3,1,7,4,3,MO
64685,38,1,1,5,4,3,0,3,2,4,MO
64686,41,2,1,5,5,2,1,4,4,2,VA
64687,65,2,2,5,5,3,1,7,4,9,PA
64688,67,1,1,5,2,2,2,1,2,6,FL
64689,0,1,2,2,9,2,1,9,0,9,DC
64690,66,1,1,5,5,3,1,7,4,4,NY
64691,46,1,2,5,5,3,1,3,4,3,NY
64692,40,2,3,1,1,2,2,7,4,9,MD
64693,56,2,1,5,1,2,0,9,4,7,OH
64694,0,2,1,4,2,2,2,1,1,4,TX
64695,73,1,5,5,5,3,1,7,3,2,IL
64696,71,2,5,5,5,1,0,9,3,3,NJ
64697,80,1,1,2,5,3,1,7,4,5,PA
64698,51,2,6,2,2,3,0,9,2,5,TX
64699,34,2,6,4,2,3,1,7,2,1,WI
64700,0,2,1,3,1,2,0,9,4,5,FL
64701,27,2,1,5,5,3,1,3,3,4,OH
64702,0,1,1,5,2,3,0,9,1,9,TN
64703,22,1,1,4,2,1,1,1,2,5,TN
64704,48,1,1,5,1,3,2,4,3,4,NY
64705,28,2,1,2,1,2,2,6,3,5,SC
64706,79,1,1,5,1,3,2,2,4,4,MS
64707,31,1,1,3,1,3,2,7,4,6,NC
64708,70,1,2,4,5,3,1,5,4,3,DC
64709,58,1,1,2,2,3,0,9,2,6,AR
64710,80,2,1,2,1,3,2,2,4,6,AZ
64711,55,2,1,5,2,2,1,7,2,3,MN
64712,60,1,2,3,5,2,1,4,4,4,MN
64713,57,1,1,1,2,3,2,7,2,7,SD
64714,68,1,1,3,1,3,2,6,4,6,WI
64715,73,2,1,4,1,3,2,3,4,6,LA
64716,75,2,1,1,1,3,2,7,4,5,PA
64717,27,2,1,5,4,3,1,1,2,4,IL
64718,76,1,1,9,1,1,0,9,4,9,TX
64719,20,2,5,2,5,1,1,3,3,3,CA
64720,32,2,1,5,5,2,1,5,3,1,IN
64721,37,1,1,5,1,2,2,0,4,4,NE
64722,0,2,6,5,2,1,0,1,1,5,FL
64723,78,1,1,5,5,3,1,7,4,3,MA
64724,53,1,5,5,2,3,1,7,1,9,NY
64725,26,2,5,4,2,3,1,2,1,9,TX
64726,64,1,4,4,2,3,0,9,1,3,NY
64727,60,2,2,2,5,2,1,9,3,9,FL
64728,55,1,1,5,5,3,1,6,3,2,CA
64729,20,1,1,5,2,1,1,7,2,4,MI
64730,58,2,1,5,1,3,2,3,4,6,CA
64731,75,2,1,4,1,3,2,2,3,6,TN
64732,63,2,1,4,1,2,0,9,3,6,NY
64733,65,1,1,2,1,1,2,2,4,6,GA
64734,31,1,1,5,4,2,0,9,2,5,VT
64735,50,1,1,4,1,3,2,1,4,6,IA
64736,67,1,5,1,4,1,3,1,1,9,FL
64737,60,1,4,5,2,2,2,6,2,4,FL
64738,80,1,1,1,1,3,2,1,3,6,CO
64739,64,1,1,5,2,1,1,9,2,9,CA
64740,24,2,6,5,5,1,1,1,4,2,IN
64741,74,2,1,4,2,3,1,7,1,4,MN
64742,60,2,1,4,2,3,1,9,1,4,OK
64743,65,2,1,1,1,2,2,1,4,6,UT
64744,75,2,2,1,5,3,1,0,4,4,DE
64745,30,2,5,5,2,2,1,5,2,2,FL
64746,30,1,5,5,2,2,0,1,1,4,TX
64747,45,1,1,5,1,3,2,4,4,4,PA
64748,43,1,1,5,5,3,0,9,4,2,CT
64749,60,2,1,5,5,2,1,2,3,3,WA
64750,66,2,1,1,2,2,3,7,1,4,NY
64751,35,2,1,2,2,3,2,7,2,7,OK
64752,40,1,4,5,2,2,1,3,1,4,FL
