responseID,VCF0101,VCF0104,VCF0105a,VCF0110,VCF0114,VCF0127,VCF0128,VCF0130,VCF0140,VCF0143,VCF0146,VCF0147,VCF0901b,VCF0302,VCF0310,VCF0733,VCF0849,VCF0705,VCF0305
64706,79,1,1,3,2,1,1,5,5,1,1,1,MS,1,3,2,5,2,4
64707,31,1,1,3,4,2,4,3,5,1,9,1,NC,1,3,7,5,2,4
64708,70,1,2,4,2,2,1,4,6,1,9,2,DC,5,3,5,1,1,4
64709,58,1,1,2,3,2,1,2,3,1,1,1,AR,2,3,9,5,0,2
64710,80,2,1,3,2,2,1,2,5,1,9,5,AZ,1,3,2,5,2,4
64711,55,2,1,4,4,2,2,5,6,1,1,3,MN,2,2,7,1,1,2
64712,60,1,2,4,4,2,1,3,6,5,9,1,MN,5,2,4,1,1,4
64713,57,1,1,4,4,2,4,1,6,5,9,1,SD,2,3,7,5,2,2
64714,68,1,1,3,3,2,2,3,4,1,9,1,WI,1,3,6,5,2,4
64715,73,2,1,4,1,2,2,4,6,1,1,1,LA,1,3,3,5,2,4
64716,75,2,1,4,3,2,1,1,6,1,9,5,PA,1,3,7,5,2,4
64717,27,2,1,4,2,1,2,5,6,1,9,2,IL,4,3,1,1,1,2
64718,76,1,1,2,0,2,1,9,3,1,9,5,TX,1,1,9,5,0,4
64719,20,2,5,3,4,2,2,2,5,5,9,2,CA,5,1,3,1,1,3
64720,32,2,1,4,3,2,2,5,6,1,9,2,IN,5,2,5,1,1,3
64721,37,1,1,3,3,2,4,5,5,1,9,1,NE,1,2,0,5,2,4
64722,0,2,6,0,0,2,4,5,9,5,9,8,FL,2,1,1,5,0,1
64723,78,1,1,3,1,2,4,5,5,1,9,3,MA,5,3,7,1,1,4
64724,53,1,5,3,5,2,4,5,5,5,9,1,NY,2,3,7,5,1,1
64725,26,2,5,4,2,2,2,4,6,5,9,2,TX,2,3,2,5,1,1
64726,64,1,4,4,0,2,3,4,6,1,9,1,NY,2,3,9,1,0,1
64727,60,2,2,2,1,2,1,2,3,1,9,3,FL,5,2,9,5,1,3
64728,55,1,1,4,4,1,2,5,6,1,1,1,CA,5,3,6,1,1,3
64729,20,1,1,3,4,1,4,5,5,1,9,2,MI,2,1,7,1,1,2
64730,58,2,1,3,4,1,4,5,5,1,9,1,CA,1,3,3,5,2,4
64731,75,2,1,3,2,2,1,4,5,1,9,5,TN,1,3,2,5,2,3
64732,63,2,1,4,4,1,1,4,6,1,9,3,NY,1,2,9,5,0,3
64733,65,1,1,3,4,2,1,2,5,1,9,1,GA,1,1,2,5,2,4
64734,31,1,1,4,3,1,4,5,6,1,1,7,VT,4,2,9,5,0,2
64735,50,1,1,4,2,2,1,4,6,1,2,3,IA,1,3,1,5,2,4
64736,67,1,5,4,3,2,4,1,6,1,9,1,FL,4,1,1,5,3,1
64737,60,1,4,4,4,1,1,5,6,1,9,1,FL,2,2,6,5,2,2
64738,80,1,1,3,1,2,2,1,5,1,9,5,CO,1,3,1,5,2,3
64739,64,1,1,3,2,2,4,5,5,1,9,2,CA,2,1,9,1,1,2
64740,24,2,6,4,2,2,4,5,6,1,2,2,IN,5,1,1,1,1,4
64741,74,2,1,4,4,2,4,4,6,1,9,3,MN,2,3,7,5,1,1
64742,60,2,1,3,1,2,1,4,5,1,2,5,OK,2,3,9,1,1,1
64743,65,2,1,2,3,2,4,1,3,1,9,1,UT,1,2,1,5,2,4
64744,75,2,2,4,4,2,2,1,6,1,9,1,DE,5,3,0,1,1,4
64745,30,2,5,4,3,2,2,5,6,5,2,7,FL,2,2,5,1,1,2
64746,30,1,5,3,3,2,4,5,5,1,2,7,TX,2,2,1,5,0,1
64747,45,1,1,1,1,2,4,5,2,1,1,1,PA,1,3,4,5,2,4
64748,43,1,1,3,3,2,4,5,5,1,2,7,CT,5,3,9,1,0,4
64749,60,2,1,3,4,2,4,5,5,1,9,1,WA,5,2,2,1,1,3
64750,66,2,1,4,3,2,1,1,6,1,9,1,NY,2,2,7,5,3,1
64751,35,2,1,4,3,2,4,2,6,1,9,1,OK,2,3,7,5,2,2
64752,40,1,4,3,3,2,4,5,5,5,9,1,FL,2,2,3,5,1,1
64753,80,1,1,2,2,2,4,5,3,1,1,5,IN,1,3,0,5,2,4
64754,38,1,1,4,3,2,2,5,6,1,9,2,MA,1,1,1,5,2,3
64755,60,1,2,2,1,2,4,5,3,1,2,1,NV,2,3,7,5,0,2
64756,26,1,5,2,5,2,2,4,3,5,9,7,CA,2,2,9,1,0,2
64757,60,2,1,3,4,2,4,2,5,1,9,1,MA,1,3,1,5,2,4
64758,70,2,1,4,3,2,4,5,6,1,1,3,OH,5,3,7,1,1,4
64759,49,1,6,4,3,1,4,4,6,1,9,3,IL,5,1,2,1,0,3
64760,54,1,6,2,1,2,4,5,3,1,1,1,TN,2,1,2,1,1,1
64761,43,1,1,4,4,2,4,5,6,1,1,1,IN,2,1,2,1,2,1
64762,57,2,1,4,4,2,2,3,6,1,1,1,NV,1,1,0,5,2,4
64763,34,2,1,4,3,1,4,5,6,1,1,3,RI,2,2,9,1,3,1
64764,65,2,1,4,4,2,1,2,6,1,9,1,NE,5,3,7,1,1,4
64765,68,2,2,1,1,2,1,1,2,1,9,2,LA,5,2,0,1,1,4
64766,68,2,1,4,4,2,1,4,6,1,1,1,OH,1,2,3,5,0,4
64767,28,1,2,1,1,2,2,4,2,1,2,7,IL,1,1,9,1,0,3
64768,67,2,1,4,1,2,4,5,6,1,9,5,MS,5,1,7,5,0,4
64769,72,2,1,3,3,1,1,2,4,1,9,1,IL,2,2,3,1,0,2
64770,59,1,1,4,3,2,4,5,6,1,1,1,WA,5,3,7,1,1,4
64771,46,2,1,4,3,1,4,5,6,5,1,3,OH,2,2,3,5,2,1
64772,35,2,5,4,1,2,2,5,6,1,1,2,CA,5,3,2,5,1,3
64773,64,1,2,3,1,2,1,5,5,1,9,1,CA,5,3,9,1,0,4
64774,49,2,5,3,3,2,4,5,5,1,1,1,IL,5,2,2,5,1,3
64775,27,2,5,4,4,2,2,5,6,5,1,2,CA,2,1,3,1,1,2
64776,61,2,6,3,1,2,1,3,5,1,9,3,AL,5,3,1,1,1,3
64777,68,2,1,4,4,2,4,5,6,1,9,1,CA,5,3,9,1,0,4
64778,61,1,1,3,4,2,2,3,5,1,9,1,IA,2,1,7,5,2,2
64779,62,2,1,4,4,2,4,5,6,1,1,1,MA,2,3,7,1,1,2
64780,55,2,1,3,1,2,4,5,5,1,2,2,NH,5,3,5,1,1,4
64781,56,2,2,1,1,2,1,5,2,1,2,2,LA,5,2,9,5,0,3
64782,23,2,5,4,5,2,2,4,6,1,2,2,TX,5,3,5,1,1,4
64783,79,2,5,1,0,2,2,3,2,5,2,5,NJ,2,1,9,5,0,2
64784,80,2,1,0,2,2,2,5,9,1,1,5,MA,5,3,7,1,1,4
64785,80,2,1,4,2,2,2,5,6,1,2,3,NY,2,2,5,1,1,2
64786,80,1,5,2,3,2,4,2,3,1,1,1,FL,5,3,4,5,1,4
64787,39,1,1,4,3,2,3,5,6,1,2,7,NJ,5,3,5,1,1,3
64788,18,2,3,2,3,1,1,2,3,1,9,2,OR,1,1,1,5,2,3
64789,29,2,2,3,3,2,4,5,5,1,2,1,SD,2,1,2,1,1,1
64790,67,2,5,4,4,2,4,5,6,1,1,1,MD,5,3,7,1,1,4
64791,68,2,5,4,1,2,4,5,6,1,1,1,TX,1,3,7,1,1,3
64792,22,1,1,3,4,1,1,4,5,1,9,2,MN,1,1,3,5,2,4
64793,0,2,5,3,3,1,4,5,5,1,9,2,CA,4,2,2,5,0,2
64794,41,1,1,3,4,2,1,5,5,1,9,1,UT,1,2,2,5,2,4
64795,41,2,5,2,1,1,4,5,3,1,9,4,CA,5,3,7,5,1,3
64796,36,2,1,4,3,2,4,3,6,1,9,1,KY,5,2,1,5,0,3
64797,0,1,9,4,1,0,1,2,6,9,9,8,OH,1,2,2,5,0,4
64798,0,2,9,4,2,0,4,5,6,1,9,5,MA,5,3,7,1,1,4
64799,30,1,1,2,2,2,1,2,3,1,2,4,ME,1,2,9,5,2,4
64800,0,2,1,4,4,2,4,5,6,1,9,1,NY,2,2,2,1,1,1
64801,20,1,5,2,2,2,4,4,3,1,2,2,MA,4,2,9,5,0,2
64802,53,1,1,4,4,2,4,2,6,5,9,1,MD,1,3,5,5,2,4
64803,47,2,1,3,4,2,4,5,5,1,1,1,IN,1,2,2,5,2,4
64804,43,1,1,2,3,2,1,5,3,1,9,1,GA,1,2,4,5,2,4
64805,63,2,6,3,2,2,4,5,4,1,1,5,OK,5,1,0,5,2,3
64806,22,2,1,2,1,2,4,3,3,1,9,1,KS,1,1,2,5,0,4
64807,80,1,1,4,4,2,2,5,6,1,1,1,CA,1,3,7,5,2,4
64808,73,2,1,4,2,1,4,5,6,1,9,3,CA,5,3,3,1,1,4
64809,31,1,6,4,4,2,4,5,6,1,2,7,AZ,2,1,3,1,1,2
64810,57,1,1,3,1,2,4,5,5,1,9,3,PA,2,2,9,6,2,2
64811,71,1,2,1,2,2,1,1,2,1,1,1,SC,5,2,4,5,1,4
64812,64,1,6,3,2,2,1,1,5,1,9,1,NC,5,3,7,1,1,4
64813,69,2,1,3,2,2,2,4,5,5,1,1,PA,5,3,7,1,1,4
64814,67,2,1,3,3,1,1,5,5,1,1,5,NY,1,3,7,5,2,4
64815,58,2,1,4,3,2,4,5,6,1,1,2,NC,5,3,7,1,1,4
64816,19,2,1,2,1,2,4,5,3,1,9,2,MN,2,1,3,1,1,1
64817,42,1,1,2,4,2,4,4,3,1,9,7,FL,5,3,6,1,0,4
64818,24,2,3,4,2,2,4,5,6,1,9,2,TX,5,1,1,1,0,3
64819,77,1,1,3,3,2,2,2,5,1,1,1,NE,1,3,7,5,2,4
64820,37,1,1,4,3,2,4,5,6,1,2,1,FL,2,3,7,1,1,2
64821,55,1,1,3,1,2,1,1,5,1,9,1,TN,1,3,7,5,2,4
64822,69,2,1,4,2,2,4,5,6,1,1,3,NM,2,3,1,5,2,1
64823,68,2,1,4,4,2,1,2,6,1,1,1,TN,5,3,7,1,1,4
64824,24,2,1,4,3,2,4,5,6,1,2,7,OH,5,3,3,1,1,4
64825,59,1,2,3,2,1,1,1,5,1,9,2,OH,5,3,2,5,1,4
64826,29,2,5,3,2,2,4,4,5,5,9,7,CA,2,2,9,1,0,2
64827,0,2,6,4,3,2,2,5,6,5,9,7,VA,1,1,9,5,0,3
64828,73,1,1,4,4,2,2,4,6,1,9,1,CO,1,2,3,5,2,4
64829,39,1,1,4,4,2,1,2,6,1,9,1,FL,2,2,9,1,0,2
64830,0,2,1,3,3,2,4,5,4,1,2,7,UT,1,3,7,5,2,4
64831,77,2,2,3,2,2,1,1,5,1,2,3,OH,5,3,9,5,1,4
64832,0,1,1,3,1,2,2,1,5,5,1,1,FL,5,3,2,5,1,4
64833,0,1,1,1,0,2,2,5,2,5,1,1,PA,1,3,9,5,0,4
64834,53,1,1,1,3,2,2,1,2,1,9,1,TX,1,3,4,5,2,4
64835,53,1,3,4,1,1,4,5,6,5,9,1,CT,2,2,1,5,1,1
64836,68,1,1,3,5,1,1,9,5,1,9,5,KY,1,3,1,5,2,4
64837,40,2,1,3,4,2,4,5,5,5,9,1,ME,5,3,4,1,1,4
64838,25,2,2,3,1,2,4,4,5,1,2,2,GA,1,2,2,1,0,4
64839,40,1,5,2,4,2,4,5,3,5,1,1,PA,2,3,7,1,1,2
64840,43,2,1,3,3,2,4,5,5,1,2,7,MO,2,1,5,5,0,1
64841,51,1,4,1,1,2,4,5,2,1,2,3,WI,5,3,4,1,1,4
64842,57,1,1,4,1,2,4,4,6,5,1,1,AL,2,3,9,5,1,2
64843,65,1,1,4,3,2,1,2,6,1,1,1,AZ,1,1,2,5,2,3
64844,80,2,1,3,2,2,1,5,5,1,9,2,PA,2,3,3,5,2,2
64845,42,1,1,3,3,1,4,5,4,1,9,1,UT,1,2,9,5,0,4
64846,48,2,2,4,4,2,1,4,6,1,1,1,AL,5,3,3,1,1,4
64847,38,2,2,3,1,2,4,1,4,1,2,7,AL,4,1,1,1,0,1
64848,31,1,5,3,2,2,4,5,5,5,2,2,AZ,2,1,2,5,2,2
64849,65,1,1,4,4,1,2,5,6,1,1,1,NJ,5,2,5,1,1,4
64850,41,2,1,3,1,2,1,2,5,1,2,2,NY,1,2,4,5,0,4
64851,0,0,9,0,5,2,4,5,9,1,9,8,NY,4,2,7,6,3,1
64852,80,1,1,3,2,1,2,5,4,5,1,5,NJ,5,1,9,1,1,4
64853,40,2,5,4,3,2,4,5,6,5,9,7,NY,1,3,9,1,0,4
64854,38,1,1,4,4,1,4,5,6,1,9,1,IL,5,3,7,1,1,4
64855,68,1,1,4,1,2,4,5,6,1,2,3,NY,5,3,9,1,1,4
64856,30,2,2,3,3,2,4,5,5,1,2,2,KY,2,2,2,5,1,2
64857,65,1,1,4,4,2,2,5,6,1,9,1,IL,1,2,2,5,2,3
64858,66,1,1,4,3,2,1,3,6,5,1,7,MA,1,3,1,5,2,4
64859,51,1,1,4,4,2,2,1,6,1,9,3,FL,1,3,7,5,2,4
64860,51,2,1,4,3,2,1,5,6,1,9,1,CO,1,3,5,5,2,4
64861,20,2,2,2,1,2,4,2,3,5,9,2,GA,5,3,9,1,1,4
64862,32,2,1,2,1,1,1,5,3,1,9,1,GA,5,2,3,1,1,4
64863,41,2,1,3,3,2,1,1,5,1,1,1,NC,1,1,3,5,2,4
64864,57,2,1,4,1,2,4,1,6,1,1,1,FL,1,3,7,5,0,4
64865,54,1,1,3,3,1,2,2,4,1,9,1,NY,5,2,9,1,0,4
64866,42,2,1,2,2,2,1,5,3,1,1,5,TN,1,1,3,5,0,3
64867,52,1,1,0,0,0,1,5,9,1,9,2,CT,2,3,0,5,2,1
64868,76,1,1,4,3,2,1,1,6,1,9,1,TX,1,3,7,5,2,4
64869,65,1,1,4,3,2,3,4,6,1,1,3,MA,2,3,7,5,1,1
64870,72,2,1,4,4,2,1,5,6,1,1,1,VA,5,3,4,1,1,4
64871,39,2,1,3,2,2,4,4,5,1,1,1,ME,5,2,9,1,1,3
64872,47,2,1,3,3,1,4,1,4,1,9,1,OR,2,2,2,5,1,2
64873,40,2,1,3,4,1,1,3,5,1,2,7,CA,4,3,7,5,2,2
64874,27,1,1,2,3,2,4,5,3,1,9,2,WA,4,3,9,5,0,2
64875,32,2,1,4,2,2,4,5,6,1,9,1,MI,5,3,3,1,1,3
64876,66,2,1,3,3,2,4,5,5,1,1,1,MA,5,2,3,1,1,4
64877,64,2,1,4,0,2,1,5,6,1,1,3,FL,2,3,1,1,1,1
64878,67,2,1,4,4,2,4,5,6,1,9,1,OR,5,3,7,1,1,4
64879,31,2,1,4,4,2,2,5,6,1,1,1,NY,1,1,0,5,0,3
64880,72,2,1,3,2,2,1,5,5,1,9,1,WA,5,3,7,1,1,4
64881,45,1,3,3,4,2,1,5,4,5,1,1,IL,1,3,9,5,0,4
64882,24,2,1,4,3,2,4,5,6,1,9,7,IN,4,1,7,1,1,2
64883,29,2,3,4,5,2,4,5,6,5,9,2,CA,5,3,2,1,1,4
64884,39,2,5,3,1,2,4,5,5,1,9,3,WA,5,3,4,1,1,4
64885,52,2,1,4,4,2,2,1,6,5,1,1,MA,5,2,5,1,1,3
64886,57,2,1,1,3,1,1,4,2,1,1,1,TX,1,3,5,5,2,4
64887,56,1,1,4,3,2,1,2,6,1,9,1,NY,1,3,7,5,2,4
64888,27,2,3,4,2,2,4,5,6,5,2,7,MA,5,3,7,1,1,4
64889,46,2,5,2,1,2,4,5,3,1,9,3,AZ,2,1,3,5,1,1
64890,57,2,1,3,1,2,1,2,5,1,2,1,PA,1,1,5,5,2,4
64891,75,2,1,3,3,2,2,1,4,1,1,1,MI,5,3,7,1,1,4
64892,54,2,1,1,1,2,4,3,2,1,2,5,UT,2,2,3,1,0,1
64893,71,1,4,4,3,2,1,5,6,1,1,7,NV,1,3,1,5,2,4
64894,42,2,2,4,2,2,1,5,6,1,9,2,LA,5,3,2,1,1,4
64895,58,1,1,3,3,1,1,5,5,1,1,1,WA,2,2,9,1,0,2
64896,58,2,1,4,2,2,4,5,6,1,9,3,FL,2,3,1,1,1,1
64897,69,2,1,4,1,2,4,5,6,1,9,1,CA,2,2,9,1,1,2
64898,19,1,1,3,3,2,1,4,5,1,1,2,VA,1,3,5,5,2,4
64899,34,2,1,4,5,2,1,3,6,1,1,1,OH,1,3,9,5,0,3
64900,53,2,2,3,3,2,1,1,5,1,1,2,CA,5,3,7,1,1,3
64901,72,2,1,2,0,2,1,2,3,1,1,5,MO,1,3,2,6,2,4
64902,44,2,1,4,4,2,4,1,6,1,9,1,MN,5,2,2,1,1,4
64903,36,2,1,3,1,2,4,1,5,1,9,1,CA,2,1,5,5,2,2
64904,25,2,6,4,3,2,4,5,6,1,1,7,MA,2,1,7,1,1,2
64905,55,2,1,4,2,2,3,4,6,1,2,7,MA,5,3,7,1,1,4
64906,33,1,2,3,3,2,4,2,4,1,2,1,FL,1,3,7,5,2,4
64907,78,1,1,2,3,2,1,5,3,1,1,7,MO,1,3,4,5,2,4
64908,51,2,5,2,1,2,2,2,3,5,9,1,FL,5,3,9,5,0,4
64909,80,2,1,4,0,2,4,4,6,5,9,5,MD,5,3,2,1,0,4
64910,51,2,1,2,2,2,1,5,3,1,9,1,MO,1,3,4,5,2,4
64911,55,2,5,3,3,2,2,4,5,1,1,1,TX,5,1,4,1,1,3
64912,18,2,1,3,3,2,4,5,5,1,2,2,TX,2,3,4,1,1,2
64913,65,1,1,4,4,2,2,2,6,1,1,1,PA,1,2,5,5,0,3
64914,43,2,1,4,4,1,1,5,6,1,9,1,PA,5,2,5,5,0,3
64915,18,1,5,3,1,2,2,5,5,5,2,3,NJ,5,3,0,5,1,4
64916,51,1,1,4,4,2,4,5,6,1,1,1,FL,2,3,7,1,1,2
64917,35,1,1,4,3,2,4,4,6,1,9,3,ND,1,2,0,5,2,3
64918,69,1,1,3,3,2,4,5,5,1,9,3,MN,5,3,9,1,1,4
64919,75,1,5,3,3,2,4,5,4,5,9,1,NJ,2,2,2,5,0,1
64920,63,2,1,1,5,2,1,3,2,1,1,7,CT,1,3,9,5,0,4
64921,80,2,1,2,3,2,2,1,3,1,1,1,FL,1,2,9,5,2,3
64922,33,2,5,3,2,2,2,3,4,1,2,2,AZ,2,2,7,5,0,2
64923,68,1,1,4,2,2,4,5,6,1,9,1,MN,2,3,7,1,1,2
64924,28,2,1,4,1,2,2,4,6,1,2,7,IL,1,2,2,5,2,4
64925,27,1,6,3,3,2,4,3,5,5,1,1,GA,4,2,9,5,0,2
64926,33,2,1,3,3,2,4,4,5,1,9,1,NE,2,3,7,5,0,2
64927,30,1,1,4,3,2,1,1,6,1,9,2,NY,2,2,2,5,2,2
64928,53,2,1,4,4,2,2,4,6,1,9,2,WA,5,3,2,1,1,4
64929,58,1,1,2,2,2,1,5,3,1,9,1,NC,1,3,9,5,0,3
64930,27,2,2,3,2,2,4,5,5,5,2,2,AR,2,2,3,1,1,2
64931,50,1,1,4,4,2,2,5,6,1,2,3,NH,1,3,7,5,2,4
64932,0,1,1,2,2,2,2,1,3,1,9,1,CA,1,3,1,5,2,3
64933,37,2,5,4,3,2,2,5,6,1,1,1,TX,5,3,5,5,1,3
64934,63,1,1,3,4,2,1,2,5,1,9,1,VA,2,2,9,5,2,2
64935,19,2,3,2,4,1,4,5,3,5,2,2,CA,5,2,9,1,0,3
64936,25,2,1,4,2,2,4,5,6,1,2,2,OH,5,3,7,1,1,4
64937,71,2,4,1,3,2,4,5,2,5,1,5,FL,2,1,2,5,0,2
64938,55,1,1,1,4,2,2,2,2,5,1,1,MD,2,2,2,5,1,2
64939,29,2,1,3,4,1,4,1,5,1,1,1,AL,1,3,9,5,0,4
64940,52,1,1,3,1,2,4,5,4,1,9,3,NE,1,3,1,5,0,4
64941,32,2,1,4,4,2,4,5,6,1,9,1,CO,5,1,7,1,1,3
64942,52,2,1,0,4,2,4,1,9,1,9,1,CA,1,2,7,5,2,4
64943,66,1,1,4,3,2,1,2,6,1,9,1,NM,1,3,1,5,2,4
64944,66,1,1,4,4,2,1,5,6,1,1,1,OH,1,3,7,5,2,4
64945,57,1,1,3,3,2,4,2,4,1,1,1,IL,1,3,5,5,2,4
64946,39,1,6,3,3,1,1,1,4,1,1,1,WA,1,2,4,5,2,3
64947,21,1,6,3,3,1,2,5,5,1,2,2,WI,2,2,1,1,1,2
64948,34,1,1,4,4,2,1,5,6,1,1,1,WI,1,2,3,5,1,4
64949,0,1,1,3,1,1,2,2,5,1,9,1,MO,1,3,7,5,2,4
64950,35,1,1,2,3,2,4,5,3,1,9,7,NC,4,3,0,5,1,1
64951,80,2,1,3,1,2,4,1,4,1,1,1,UT,2,3,2,1,1,2
64952,26,1,1,2,1,2,4,5,3,1,2,2,AZ,1,2,9,5,0,4
64953,75,2,5,1,0,2,4,5,2,5,9,3,CA,2,2,0,1,0,2
64954,34,1,4,3,1,2,4,1,4,1,9,2,TX,1,3,9,5,0,4
64955,43,1,1,2,3,2,1,5,3,1,1,7,PA,1,2,3,1,0,3
64956,21,2,1,3,1,2,4,4,5,1,2,7,CA,5,2,1,1,1,4
64957,25,2,1,3,3,2,1,5,5,1,9,2,IN,4,3,7,1,1,2
64958,45,1,5,1,1,2,2,3,2,5,2,1,OH,5,2,1,5,0,4
64959,35,1,1,1,2,2,4,5,2,1,9,2,VA,1,2,2,5,0,4
64960,18,1,5,2,3,2,2,5,3,5,9,2,NY,2,2,9,1,0,2
64961,39,1,1,4,4,2,4,5,6,1,9,1,IL,2,3,7,5,1,2
64962,71,1,1,4,5,1,1,5,6,1,9,1,CA,1,2,2,5,2,4
64963,0,2,1,4,1,2,2,5,6,1,9,3,PA,2,3,1,1,1,2
64964,55,2,5,3,2,2,2,5,4,1,9,1,GA,5,1,9,1,0,4
64965,0,1,1,1,3,2,1,5,2,1,9,1,FL,1,3,7,5,2,4
64966,78,2,6,2,0,2,1,2,3,1,9,5,IA,2,1,9,5,0,0
64967,44,2,1,3,2,1,2,5,5,1,1,2,NY,5,2,9,1,1,3
64968,68,2,3,4,4,2,4,5,6,5,9,1,CA,5,2,9,5,1,3
64969,35,2,1,4,4,2,1,5,6,1,1,1,WA,5,2,4,5,1,3
64970,63,1,3,2,3,2,4,5,3,1,9,5,HI,5,2,1,5,1,4
64971,72,2,1,4,3,1,2,4,6,1,1,5,GA,2,2,9,6,0,1
64972,74,2,1,3,1,2,4,4,5,1,1,3,CA,5,3,4,1,1,4
64973,0,1,9,3,0,2,4,4,5,1,9,3,MO,4,3,9,6,0,2
64974,76,2,1,4,4,2,3,4,6,5,9,1,CA,5,3,7,1,1,4
64975,26,2,1,3,1,2,4,5,5,1,2,3,OK,4,1,1,1,0,1
64976,39,2,2,3,4,2,1,5,5,1,9,2,VA,5,3,4,1,1,3
64977,31,2,1,1,2,2,4,5,2,1,9,2,LA,2,2,3,1,0,1
64978,34,2,1,1,2,2,1,5,2,1,9,1,NC,1,2,6,1,0,3
64979,38,2,1,3,1,2,1,4,5,1,9,2,ID,1,2,2,5,0,3
64980,58,2,1,3,1,2,1,1,4,1,2,1,TX,1,3,3,5,0,4
64981,63,1,1,4,3,1,2,5,6,1,1,1,MA,2,3,6,1,1,2
64982,73,1,1,4,4,1,1,5,6,1,9,1,AZ,5,3,7,1,1,4
64983,43,1,1,4,4,2,4,5,6,1,1,3,OH,2,2,1,5,2,2
64984,80,1,1,4,4,2,2,2,6,1,1,1,NV,2,1,1,5,2,2
64985,29,2,1,4,3,2,1,4,6,1,1,1,CT,5,3,7,1,1,4
64986,71,2,1,3,2,2,1,1,5,1,9,1,ID,2,3,7,5,1,2
64987,49,2,1,3,3,2,4,1,5,1,9,1,UT,1,1,3,5,2,4
64988,63,2,1,4,1,2,1,5,6,1,9,3,NY,2,3,7,1,2,1
64989,34,2,1,4,2,2,4,5,6,1,9,1,CO,2,2,7,1,1,2
64990,65,2,1,4,4,2,4,5,6,1,9,1,NJ,2,3,7,1,1,2
64991,31,2,1,4,3,2,1,5,6,1,1,1,MN,1,2,1,5,2,3
64992,79,2,1,3,1,2,1,4,4,1,9,3,WA,2,3,9,1,0,1
64993,67,2,1,3,4,2,1,5,5,1,9,1,OR,1,3,7,5,2,4
64994,65,1,5,1,2,1,4,5,2,5,9,1,CA,5,1,1,5,1,3
64995,30,1,5,3,4,1,1,4,5,1,2,2,TX,5,2,9,1,0,4
64996,50,2,1,4,3,2,4,5,6,1,1,2,TX,2,3,4,1,1,2
64997,71,1,1,4,2,2,1,5,6,1,1,1,KY,5,3,3,1,1,4
64998,73,2,1,4,0,2,3,5,6,1,9,1,MI,5,3,7,1,1,4
64999,50,1,1,4,4,1,2,2,6,1,2,1,NY,1,2,2,5,1,3
65000,30,2,6,3,1,2,4,5,5,1,2,7,ME,5,1,9,1,0,3
65001,41,2,1,4,4,2,4,5,6,1,1,2,FL,5,3,7,1,1,3
65002,0,2,1,4,0,2,1,2,6,1,1,1,MN,1,3,3,5,2,4
65003,18,2,1,3,4,2,2,2,5,1,9,2,TX,1,3,5,5,2,4
65004,77,1,1,4,3,2,2,5,6,5,2,1,SC,1,3,7,5,2,4
65005,19,1,1,3,4,2,2,4,5,5,9,2,IL,5,2,5,1,1,4
65006,40,1,5,3,2,2,4,5,5,5,9,1,CA,4,1,9,1,3,1
65007,74,2,1,4,4,2,1,2,6,1,1,1,WV,1,3,7,5,2,4
65008,37,2,1,4,3,2,4,5,6,1,9,2,PA,5,2,6,1,1,4
65009,75,2,1,3,1,2,1,5,5,1,9,3,KS,1,2,0,1,2,3
65010,37,2,5,4,3,2,4,4,6,5,1,1,IL,4,1,9,5,0,2
65011,80,2,1,4,4,2,1,5,6,1,9,3,FL,1,1,7,5,1,4
65012,69,2,1,4,4,1,2,4,6,1,9,3,NY,1,3,5,5,1,3
65013,59,2,1,2,1,2,1,2,3,1,1,7,CT,2,2,3,5,2,1
65014,22,1,1,4,2,1,4,5,6,1,2,2,GA,4,3,2,5,3,2
65015,30,1,1,2,4,2,2,2,3,1,1,1,IL,2,3,3,5,0,2
65016,44,2,2,4,1,2,4,5,6,1,9,3,GA,2,3,7,1,1,2
65017,64,2,1,4,4,2,1,5,6,1,1,3,OK,5,3,5,1,1,4
65018,40,1,6,4,0,2,4,5,6,1,9,2,CA,2,2,9,5,0,2
65019,61,1,1,4,4,2,4,5,6,1,9,1,MN,5,3,7,1,1,4
65020,29,1,1,4,4,2,1,5,6,1,2,1,OH,4,3,7,1,1,2
65021,78,2,1,3,2,2,4,5,4,5,1,3,CA,5,3,5,1,1,4
65022,71,1,2,3,3,1,1,2,5,1,9,1,MI,5,2,3,1,1,4
65023,45,1,1,3,0,2,4,5,5,1,9,1,OR,5,3,9,1,0,3
65024,66,1,1,3,4,2,1,4,4,1,9,1,CA,1,3,1,5,2,4
65025,52,1,1,3,3,2,1,5,5,1,1,2,OH,1,3,3,5,2,4
65026,40,1,1,4,3,2,2,5,6,1,9,2,LA,1,3,9,5,0,4
65027,41,1,1,0,1,2,4,1,9,1,2,2,MO,1,2,1,5,0,4
65028,31,1,1,4,4,2,1,1,6,1,1,1,NE,5,3,7,1,1,3
65029,66,1,2,4,3,2,1,2,6,1,9,1,MI,5,3,3,1,1,4
65030,24,2,6,3,3,2,1,1,5,1,2,2,IL,1,2,9,5,0,4
65031,34,1,2,4,3,2,1,1,6,1,9,2,SC,2,3,9,1,0,2
65032,41,2,1,4,1,2,1,5,6,1,1,1,NY,1,3,2,5,0,3
65033,24,2,2,3,2,2,1,5,5,1,2,7,MO,2,2,5,1,1,2
65034,29,2,2,2,1,2,4,5,3,1,2,2,VA,5,2,9,1,1,4
65035,36,2,1,3,4,1,1,4,4,1,1,1,VA,1,2,3,5,2,3
