,VCF0105a,VCF0731,VCF0803,VCF0301,VCF0130,VCF0101,VCF0104,VCF0310,VCF0901b
64192,2,1,4,1,1,44,1,2,MD
64193,5,5,4,4,2,29,2,1,NM
64194,1,1,6,7,2,59,2,3,NC
64195,1,1,2,3,5,37,1,1,TX
64196,1,1,7,6,1,66,2,3,TN
64197,1,1,6,5,3,71,1,3,MN
64198,1,1,3,2,3,35,1,2,OH
64199,1,1,6,6,5,47,2,1,SC
64200,5,1,6,7,4,40,2,3,TX
64201,1,1,9,7,5,80,1,1,IL
64202,6,1,7,7,5,19,1,2,KY
64203,5,1,4,4,5,19,1,1,GA
64204,5,1,4,4,1,38,2,2,FL
64205,1,1,5,5,4,73,2,3,FL
64206,1,1,2,1,4,41,2,3,CA
64207,1,1,9,4,1,54,2,2,NJ
64208,1,9,9,1,5,69,2,2,KS
64209,1,1,3,2,5,22,1,2,IL
64210,6,1,4,2,5,20,1,2,CA
64211,1,1,1,1,5,48,2,3,MI
64212,1,1,2,3,5,72,2,3,MN
64213,1,5,6,7,5,80,1,1,CA
64214,1,1,6,6,1,42,1,2,IA
64215,1,1,4,3,5,26,1,2,MD
64216,1,9,1,1,5,41,2,3,PA
64217,2,5,5,1,5,35,2,1,MI
64218,1,5,9,6,5,53,2,1,MI
64219,1,1,2,1,1,77,1,3,MI
64220,5,1,3,2,5,25,1,2,SC
64221,1,1,6,7,2,66,2,3,PA
64222,1,1,9,1,1,63,2,1,MO
64223,1,1,6,7,2,40,2,2,AL
64224,4,1,4,4,5,69,2,3,FL
64225,1,1,3,1,1,48,2,2,LA
64226,1,1,4,4,5,29,2,2,PA
64227,1,1,4,2,4,37,2,1,PA
64228,2,1,2,1,5,24,2,2,CA
64229,2,5,9,4,5,28,1,2,FL
64230,1,1,3,1,1,0,2,3,NY
64231,1,1,2,1,5,37,1,3,MA
64232,1,1,2,1,4,68,2,3,PA
64233,1,1,4,4,2,70,1,2,NY
64234,1,1,7,7,2,80,2,3,CA
64235,1,1,2,1,5,66,2,3,MA
64236,1,1,2,1,5,46,2,3,OR
64237,5,1,9,1,5,19,2,3,CA
64238,9,1,1,1,5,0,1,3,NM
64239,5,1,4,4,5,60,1,2,WA
64240,1,1,3,1,5,57,2,2,AZ
64241,1,1,2,1,3,58,2,2,CO
64242,1,1,7,7,1,76,1,3,NC
64243,1,1,4,7,5,80,1,3,FL
64244,1,9,9,4,5,22,2,1,MT
64245,1,1,2,1,5,75,2,3,PA
64246,1,1,4,7,3,58,1,3,OH
64247,1,1,2,1,5,51,2,2,NJ
64248,5,5,5,3,5,23,1,2,TX
64249,1,1,4,3,5,47,2,2,MO
64250,6,5,5,7,5,73,0,1,WA
64251,1,1,5,1,1,48,1,3,CA
64252,3,1,6,6,1,66,1,1,CA
64253,1,1,4,5,1,47,2,2,TX
64254,1,1,6,7,2,67,2,3,NH
64255,2,1,9,1,5,62,1,1,TX
64256,1,1,3,2,3,40,2,3,IL
64257,1,1,5,6,2,41,2,2,TX
64258,1,1,6,7,2,74,2,3,MI
64259,1,1,3,3,1,38,2,3,AZ
64260,1,1,2,1,5,65,1,3,NY
64261,2,1,9,1,4,46,1,2,MO
64262,1,1,6,7,3,35,2,2,KY
64263,1,1,6,7,1,71,2,1,FL
64264,2,1,4,2,2,51,2,2,NC
64265,1,1,9,6,5,0,2,2,IL
64266,1,9,2,1,1,80,2,3,WA
64267,1,1,3,1,4,0,2,3,NY
64268,1,1,9,1,4,52,2,3,NJ
64269,2,5,9,4,5,62,2,2,MD
64270,1,1,2,2,5,39,2,2,OH
64271,1,1,3,1,4,74,2,3,AZ
64272,1,1,2,1,5,19,1,3,MO
64273,1,1,3,3,5,70,2,3,CT
64274,6,1,5,5,5,28,1,2,TX
64275,1,1,5,6,2,56,2,2,NY
64276,1,1,2,1,5,62,1,3,UT
64277,1,1,1,2,4,27,1,3,PA
64278,1,1,5,6,3,45,2,3,TX
64279,1,1,6,7,4,24,1,2,FL
64280,1,1,3,3,5,65,1,3,TN
64281,1,1,5,7,4,76,2,3,FL
64282,2,1,6,1,3,19,1,1,GA
64283,1,1,3,3,5,39,2,1,CA
64284,1,9,7,7,5,65,1,3,OR
64285,1,1,2,3,3,36,1,3,IN
64286,1,1,4,5,5,45,2,2,CT
64287,1,1,2,1,5,69,2,3,MD
64288,1,1,4,6,5,21,1,2,WA
64289,5,5,9,4,4,46,2,2,AZ
64290,1,1,5,6,3,44,2,2,IL
64291,1,1,2,1,5,60,1,3,IA
64292,3,1,3,3,1,67,2,2,SC
64293,1,1,5,4,2,77,1,2,ME
64294,1,1,7,6,2,57,2,3,VA
64295,3,5,4,1,5,37,2,2,WI
64296,1,1,6,7,1,71,1,3,CO
64297,1,5,4,1,5,28,2,2,IN
64298,1,1,5,6,5,49,1,3,OK
64299,1,1,4,3,9,57,2,3,IL
64300,3,1,5,2,5,49,1,3,MA
64301,1,1,4,4,1,70,1,3,TN
64302,5,9,4,1,5,32,2,3,NC
64303,5,1,5,5,5,77,1,3,FL
64304,1,1,4,3,4,47,2,3,TX
64305,1,1,3,1,2,80,1,3,IA
64306,1,1,6,7,4,30,2,3,NY
64307,9,1,9,2,5,33,1,1,KS
64308,1,1,4,4,5,61,1,3,MI
64309,3,1,4,4,5,29,2,3,CA
64310,1,1,4,3,5,65,1,3,OH
64311,1,1,2,2,5,28,2,2,MA
64312,5,1,5,5,5,36,1,1,FL
64313,1,1,9,2,5,71,1,2,TX
64314,6,1,4,1,2,35,1,3,TN
64315,1,1,4,2,5,50,2,2,WI
64316,1,1,2,1,5,0,2,3,WA
64317,1,5,4,6,5,0,2,1,KY
64318,1,1,6,7,1,68,2,3,FL
64319,1,1,4,5,5,0,2,2,IL
64320,1,1,7,7,1,55,2,2,OH
64321,2,9,5,3,1,26,0,2,TX
64322,1,1,7,7,5,60,2,2,PA
64323,1,5,9,6,5,39,2,3,MS
64324,2,1,3,1,3,51,2,2,TN
64325,1,1,4,4,5,55,2,2,MO
64326,1,1,4,2,5,58,1,2,WA
64327,1,1,5,4,3,70,1,3,MI
64328,1,1,2,2,5,27,2,2,UT
64329,1,1,4,7,1,52,2,3,MI
64330,5,1,6,6,5,28,1,3,CA
64331,1,1,7,7,1,40,1,3,KY
64332,1,1,9,5,5,38,2,1,WA
64333,1,1,3,3,5,46,1,3,TX
64334,1,1,2,1,5,33,2,3,IL
64335,2,1,4,1,9,69,2,2,FL
64336,1,1,5,5,5,44,2,2,LA
64337,4,1,4,5,3,53,1,2,FL
64338,2,1,9,1,1,71,2,3,TN
64339,2,1,2,1,2,67,2,3,CA
64340,1,1,5,5,5,59,2,3,PA
64341,1,1,1,1,5,67,2,3,CA
64342,1,1,3,3,5,26,1,1,MI
64343,1,1,3,6,1,43,2,2,NC
64344,4,1,9,4,5,51,1,2,OH
64345,5,1,4,1,2,35,2,2,AZ
64346,1,1,3,3,1,72,1,3,ID
64347,1,1,7,7,2,66,1,3,ME
64348,2,1,9,1,1,50,2,2,PA
64349,5,9,9,2,2,70,2,2,TX
64350,3,1,4,2,5,41,2,2,AZ
64351,1,9,3,5,5,36,1,3,TX
64352,4,1,4,4,5,25,2,2,VA
64353,1,1,6,6,1,46,2,2,NC
64354,1,9,7,7,1,35,2,3,SC
64355,6,9,2,2,4,57,1,2,NY
64356,9,1,6,5,1,50,1,2,NY
64357,1,1,9,5,1,41,2,2,WV
64358,3,1,9,4,5,45,2,1,VA
64359,1,1,6,7,5,69,1,3,NC
64360,1,9,9,6,5,21,1,2,IA
64361,1,1,5,6,5,80,1,3,CA
64362,1,1,4,2,4,39,2,2,SD
64363,1,1,6,5,5,0,1,3,FL
64364,6,1,6,4,5,38,1,3,MS
64365,1,1,3,1,5,38,1,1,CA
64366,6,1,2,1,5,41,1,3,OH
64367,5,1,9,5,5,26,2,2,NJ
64368,2,5,9,2,1,40,2,2,VA
64369,1,1,5,5,1,0,1,2,GA
64370,1,1,6,7,1,51,1,3,MI
64371,1,1,2,1,5,46,1,2,CA
64372,1,1,4,1,5,64,1,3,FL
64373,9,1,4,2,5,0,2,3,DC
64374,5,1,5,6,4,35,1,2,TX
64375,1,9,9,7,1,62,2,3,TX
64376,2,1,4,1,2,70,2,3,GA
64377,1,1,2,2,3,50,1,3,IL
64378,1,1,6,7,2,67,2,3,FL
64379,9,9,0,0,9,0,0,2,CA
64380,1,1,3,1,5,73,1,3,VA
64381,6,1,2,1,4,33,2,1,OK
64382,2,1,2,3,5,31,2,2,LA
64383,3,1,2,1,5,20,1,2,WA
64384,9,1,9,2,9,0,0,1,SD
64385,1,1,6,7,4,55,2,3,TX
64386,2,9,5,3,2,50,2,1,TX
64387,1,1,2,1,4,70,1,3,NY
64388,1,1,6,7,2,39,2,3,AZ
64389,1,1,6,7,5,51,2,3,RI
64390,1,5,9,4,5,61,2,1,NM
64391,1,1,2,3,5,23,2,3,MO
64392,1,1,5,7,1,32,1,3,MO
64393,1,1,5,5,1,69,1,3,CT
64394,1,5,9,4,5,57,1,2,KS
64395,1,9,6,7,1,44,1,3,MI
64396,1,1,2,1,5,23,2,3,WA
64397,1,1,4,6,4,51,1,2,OH
64398,1,1,5,6,5,38,1,2,AZ
64399,1,1,6,7,1,73,1,3,MS
64400,1,1,2,1,5,69,1,3,KY
64401,6,1,4,4,5,37,1,3,NV
64402,1,1,9,4,5,46,1,3,IL
64403,1,1,6,7,1,73,2,3,CA
64404,1,1,6,7,4,0,2,3,CA
64405,1,9,9,4,5,73,2,3,ID
64406,1,1,2,4,5,65,2,3,FL
64407,1,1,4,3,5,34,2,2,MA
64408,1,1,2,2,5,28,2,2,MN
64409,1,1,6,5,5,27,2,3,TX
64410,3,9,9,5,5,55,1,3,AZ
64411,3,1,2,1,5,55,2,2,OH
64412,1,1,3,3,5,65,2,3,NC
64413,1,1,6,7,5,71,1,3,TX
64414,2,1,9,1,5,54,2,3,GA
64415,1,1,6,5,4,50,1,2,MO
64416,1,1,5,7,5,74,1,3,FL
64417,1,1,9,4,3,53,2,2,MS
64418,1,1,3,1,5,29,1,3,MO
64419,1,1,3,1,5,72,1,3,MI
64420,1,1,5,7,5,0,1,2,CA
64421,3,1,9,4,4,48,2,3,CA
64422,5,1,9,4,5,69,2,1,MA
64423,1,1,4,4,5,36,2,1,IA
64424,1,1,6,6,2,0,2,3,GA
64425,3,1,3,2,5,26,1,3,CA
64426,4,1,1,3,5,23,2,3,TN
64427,1,1,9,7,4,60,1,3,IL
64428,1,5,4,6,2,54,1,2,VA
64429,1,1,3,2,5,27,1,3,MN
64430,1,1,4,4,2,45,1,2,IN
64431,1,1,2,1,5,69,1,3,OR
64432,1,1,4,3,2,30,1,1,NJ
64433,1,1,9,1,5,80,2,3,FL
64434,1,1,5,7,5,65,1,3,OH
64435,1,1,2,4,5,76,2,3,FL
64436,3,1,2,1,5,39,2,3,PA
64437,1,1,6,7,3,60,2,3,WI
64438,5,1,9,4,2,40,1,3,IL
64439,5,5,2,3,5,37,2,3,MA
64440,1,1,2,3,5,42,2,1,WA
64441,1,1,2,1,2,63,1,3,WA
64442,1,1,4,7,5,54,2,3,CA
64443,2,1,9,1,5,25,2,3,FL
64444,2,1,9,2,4,29,2,2,MI
64445,1,1,1,3,5,25,1,2,MA
64446,1,1,2,1,5,73,2,3,OR
64447,5,1,9,4,5,22,2,2,TX
64448,1,1,6,7,5,80,1,3,MN
64449,1,1,2,2,1,36,1,3,CA
64450,1,1,4,1,5,39,2,3,PA
64451,1,1,2,2,5,35,1,3,KS
64452,1,1,2,1,5,25,1,3,CA
64453,1,1,3,2,5,29,2,1,PA
64454,1,1,7,7,1,48,2,2,TN
64455,4,1,4,5,3,64,2,3,VA
64456,1,1,6,6,5,80,1,3,CA
64457,1,9,7,7,3,80,2,2,MN
64458,1,1,2,1,5,65,2,3,IL
64459,6,1,9,4,5,56,2,1,KS
64460,1,1,6,7,3,39,2,1,TX
64461,5,9,5,1,2,58,2,1,MA
64462,1,1,9,6,5,56,2,2,MI
64463,1,1,5,5,1,65,1,2,NY
64464,1,5,2,1,1,80,2,3,MI
64465,1,1,7,7,4,48,2,3,OH
64466,1,1,4,4,5,65,2,1,NH
64467,1,1,6,6,4,30,2,2,TN
64468,1,9,6,2,5,80,2,1,CA
64469,6,1,5,6,4,39,1,2,CA
64470,2,1,3,1,5,22,1,3,LA
64471,3,5,9,4,5,69,1,2,CA
64472,1,1,7,4,5,46,1,2,NE
64473,3,1,4,4,1,37,2,2,AL
64474,1,1,6,5,5,0,2,3,TX
64475,1,1,1,1,5,31,1,2,NY
64476,1,1,7,7,1,65,2,3,GA
64477,1,1,6,5,2,67,1,3,MI
64478,1,1,3,1,5,80,1,3,WA
64479,1,1,5,6,5,57,2,2,AL
64480,1,1,3,1,5,56,1,3,CO
64481,1,1,9,3,5,31,2,2,TX
64482,1,1,5,5,5,44,1,2,GA
64483,4,5,3,1,5,33,1,3,AZ
64484,1,9,4,3,3,73,2,3,OH
64485,1,1,1,1,5,70,2,3,CA
64486,1,1,6,7,1,39,2,1,NE
64487,5,5,4,2,4,62,2,2,CO
64488,1,1,6,7,5,45,2,3,NY
64489,1,1,4,3,5,18,1,1,CA
64490,1,1,1,2,5,22,2,3,WA
64491,1,9,3,3,5,29,1,3,CO
64492,1,1,6,7,5,24,2,2,WI
64493,9,9,4,4,5,56,0,1,CO
64494,1,1,4,6,5,33,2,3,MI
64495,1,1,2,1,5,55,2,3,VA
64496,1,1,7,7,1,34,1,3,NC
64497,1,1,3,1,2,70,2,3,PA
64498,1,1,5,7,5,60,2,3,FL
64499,1,1,4,5,1,35,1,1,KY
64500,2,1,6,1,4,41,1,3,MI
64501,1,1,6,7,5,48,1,3,CO
64502,1,1,6,7,5,51,1,3,GA
64503,1,1,4,6,5,53,2,1,WA
64504,1,1,4,6,3,80,1,3,NY
64505,1,1,5,6,5,34,2,2,NC
64506,4,1,5,6,5,65,1,3,MA
64507,1,9,7,7,5,65,1,3,TX
64508,1,1,2,1,4,58,2,3,TX
64509,1,1,5,5,2,75,2,3,MS
64510,1,1,6,5,5,42,2,1,WA
64511,1,1,5,6,1,34,1,2,AZ
64512,4,5,9,1,1,50,1,1,AK
64513,1,1,3,3,5,40,1,3,IL
64514,1,1,4,4,5,71,1,2,NJ
64515,1,1,2,3,5,53,1,3,NY
64516,1,9,4,7,4,62,1,2,MI
64517,6,1,9,2,5,43,1,1,NY
64518,2,1,4,1,2,64,2,3,SC
64519,5,1,2,1,5,47,2,1,MI
64520,1,1,7,7,2,58,1,3,GA
64521,1,1,7,7,1,52,2,3,LA
64522,1,1,4,7,4,61,2,3,NY
64523,1,1,4,4,2,80,1,2,NC
64524,1,1,6,7,1,63,2,3,NC
64525,1,9,4,1,5,64,2,2,OH
64526,1,9,4,5,1,38,2,2,FL
64527,1,1,4,7,4,57,2,3,VA
64528,1,1,7,7,1,71,1,3,TX
64529,1,1,4,2,5,32,2,3,CO
64530,1,1,1,7,1,70,2,3,KY
64531,1,1,5,3,5,40,1,3,OR
64532,1,1,3,6,4,66,1,2,NY
64533,1,1,6,6,2,33,2,2,MI
64534,5,9,9,4,5,33,1,2,TX
64535,5,1,4,1,2,65,2,3,IL
64536,1,1,9,7,5,58,2,3,VA
64537,1,1,2,3,5,40,1,2,GA
64538,1,1,6,4,5,53,1,3,OH
64539,1,1,1,1,5,70,2,3,MD
64540,1,1,4,6,5,35,2,2,WI
64541,1,1,7,7,2,74,1,3,VA
64542,1,1,7,7,1,49,1,2,MN
64543,1,9,9,5,5,48,2,2,GA
64544,1,1,9,4,2,79,1,2,SC
64545,1,1,6,6,5,33,1,2,MO
64546,1,5,6,7,3,60,2,3,MN
64547,1,1,4,6,5,67,1,2,TN
64548,1,1,6,6,1,43,2,2,TX
64549,1,1,6,7,3,0,2,3,CT
64550,2,1,9,1,1,75,2,3,MS
64551,1,9,5,5,2,80,2,3,MO
64552,1,1,5,6,5,60,2,1,CA
64553,1,1,3,1,5,33,2,3,VA
64554,1,1,6,5,5,59,2,3,CA
64555,1,1,4,4,5,27,1,2,FL
64556,5,5,5,7,2,67,1,2,TX
64557,1,9,7,7,2,35,2,3,TN
64558,1,1,6,3,5,50,1,2,WA
64559,1,1,6,7,1,74,2,3,FL
64560,1,1,6,5,2,37,2,2,MA
64561,2,1,4,5,4,41,2,2,NC
64562,1,1,3,2,3,76,1,2,KS
64563,3,1,4,4,2,51,2,1,AZ
64564,1,9,6,7,5,35,1,3,MI
64565,1,1,2,1,3,76,1,2,FL
64566,1,1,6,6,4,73,2,3,FL
64567,1,1,9,6,1,36,2,2,TX
64568,1,1,9,7,4,58,2,1,WI
64569,1,1,1,1,5,41,2,2,MN
64570,1,1,2,3,5,23,2,2,LA
64571,1,1,1,1,4,50,2,3,OH
64572,1,1,7,7,2,70,2,3,CA
64573,2,1,9,1,3,61,1,2,GA
64574,6,1,6,7,3,44,1,2,FL
64575,1,1,1,2,4,24,2,3,PA
64576,1,1,6,5,2,71,2,3,NJ
64577,1,1,4,2,4,45,1,3,FL
64578,1,1,4,4,5,0,1,3,AL
64579,4,5,4,4,1,0,2,3,VA
64580,1,1,4,2,4,73,2,3,MI
64581,1,1,5,5,2,59,1,3,MD
64582,1,1,2,1,5,21,2,1,MO
64583,1,1,7,7,2,41,1,3,WI
64584,1,1,5,4,5,61,2,2,NH
64585,1,1,4,7,5,18,1,2,IN
64586,6,9,1,3,5,19,2,1,NC
64587,1,1,4,4,2,50,1,1,OH
64588,5,5,5,6,5,40,1,2,CA
64589,3,1,2,1,5,28,2,3,PA
64590,2,5,4,1,5,0,2,2,MD
64591,1,1,6,7,5,34,2,3,NJ
64592,5,1,4,2,5,30,2,3,CA
64593,1,9,6,7,4,64,2,2,SC
64594,1,1,1,1,5,39,1,2,OR
64595,1,1,7,7,4,33,2,3,TX
64596,1,9,4,5,2,0,1,3,PA
64597,1,1,9,1,5,72,2,1,WA
64598,1,1,3,3,5,69,2,3,IL
64599,1,1,6,7,1,57,1,3,PA
64600,1,1,3,3,5,72,1,3,CA
64601,1,1,4,6,1,44,1,3,NJ
64602,1,5,9,7,5,57,2,2,MN
64603,2,1,9,1,1,67,1,3,TX
64604,6,1,1,3,5,54,2,3,CA
64605,1,1,2,1,4,67,1,3,WA
64606,1,1,2,2,1,72,2,3,MI
64607,2,1,5,5,5,31,2,2,NJ
64608,1,1,6,7,3,69,2,3,CT
64609,1,1,3,2,4,33,2,1,MN
64610,1,1,5,5,5,57,2,3,CO
64611,1,5,5,5,5,46,1,1,CO
64612,1,1,5,1,5,73,1,3,IL
64613,1,1,4,7,1,64,2,2,NC
64614,1,1,9,4,1,18,1,2,UT
64615,1,1,6,6,4,66,1,3,FL
64616,1,1,6,5,2,36,2,2,VA
64617,2,1,2,1,5,64,2,2,WI
64618,5,1,1,1,5,45,1,3,MI
64619,5,5,2,1,3,41,2,3,UT
64620,1,1,2,3,5,29,2,1,UT
64621,1,1,2,1,5,53,1,3,NM
64622,1,1,6,5,1,65,2,3,NC
64623,1,1,3,3,5,62,1,3,WI
64624,1,1,6,7,3,79,1,2,TX
64625,1,5,9,2,5,62,2,2,WI
64626,1,1,2,2,5,73,2,3,CA
64627,1,1,6,6,3,64,1,3,MN
64628,1,9,6,5,4,70,1,3,CO
64629,5,1,5,3,5,52,2,2,WA
64630,1,9,9,3,5,20,2,3,NY
64631,1,1,4,1,5,54,1,3,RI
64632,1,1,5,6,5,41,2,3,IL
64633,2,1,9,3,5,72,1,3,FL
64634,1,1,3,2,1,29,2,2,IN
64635,1,1,4,3,5,43,1,2,TX
64636,3,1,3,4,5,31,1,3,HI
64637,1,1,2,1,1,69,2,2,IA
64638,5,1,2,1,5,39,2,3,TX
64639,2,1,3,1,1,71,2,3,CA
64640,5,1,9,1,5,43,2,2,NY
64641,1,5,4,4,5,23,2,2,CA
64642,1,1,2,1,5,77,1,3,IN
64643,1,1,1,3,5,47,1,2,CA
64644,2,1,4,4,5,26,1,2,GA
64645,2,1,4,2,1,29,2,3,NC
64646,1,1,2,2,5,30,1,3,GA
64647,1,9,9,7,2,80,2,3,PA
64648,1,1,2,1,5,43,1,3,VA
64649,1,1,6,6,3,50,1,3,AL
64650,6,9,9,1,3,28,2,3,NY
64651,1,9,9,6,5,41,0,2,DE
64652,1,5,5,6,5,46,2,3,AL
64653,1,9,2,2,5,39,1,2,WA
64654,1,1,4,5,5,64,2,2,WI
64655,2,1,4,2,4,44,1,1,FL
64656,6,1,2,1,5,30,2,3,TX
64657,1,1,1,3,5,27,1,3,IL
64658,5,1,9,4,5,53,2,1,NY
64659,1,1,5,5,2,68,1,3,MA
64660,1,1,6,5,1,66,2,2,CA
64661,1,1,6,7,4,26,1,2,WY
64662,1,1,4,4,5,47,1,3,NY
64663,1,1,2,1,5,75,2,3,MI
64664,6,1,4,3,2,43,2,3,FL
64665,1,1,6,7,4,65,2,3,MI
64666,2,9,4,4,5,60,1,2,AR
64667,5,5,3,4,5,39,2,2,NJ
64668,1,1,2,3,5,56,2,3,AK
64669,1,1,6,5,4,80,2,3,RI
64670,1,5,9,4,4,0,2,1,IL
64671,1,1,9,1,5,40,2,3,PA
64672,1,5,4,2,3,40,2,2,SD
64673,2,1,2,1,1,33,2,2,PA
64674,3,1,2,1,3,24,2,1,IL
64675,1,9,3,1,5,49,1,3,PA
64676,2,1,4,1,3,80,1,2,FL
64677,1,1,4,4,2,57,2,2,TX
64678,9,1,9,4,5,0,2,3,GA
64679,1,1,7,7,1,71,2,3,FL
64680,1,5,9,4,5,37,1,3,MS
64681,1,9,2,1,5,74,2,3,TX
64682,1,5,9,4,1,18,2,2,IL
64683,1,1,1,1,5,28,1,3,MO
64684,1,1,3,1,4,60,2,3,MO
64685,1,1,4,5,5,38,1,3,MO
64686,1,1,2,1,5,41,2,2,VA
64687,2,1,9,1,5,65,2,3,PA
64688,1,1,6,5,5,67,1,2,FL
64689,2,5,9,0,2,0,1,2,DC
64690,1,1,4,1,5,66,1,3,NY
64691,2,1,3,1,5,46,1,3,NY
64692,3,1,9,7,1,40,2,2,MD
64693,1,9,7,7,5,56,2,2,OH
64694,1,1,4,4,4,0,2,2,TX
64695,5,1,2,2,5,73,1,3,IL
64696,5,5,3,2,5,71,2,1,NJ
64697,1,1,5,1,2,80,1,3,PA
64698,6,9,5,5,2,51,2,3,TX
64699,6,1,1,3,4,34,2,3,WI
64700,1,9,5,7,3,0,2,2,FL
64701,1,1,4,2,5,27,2,3,OH
64702,1,9,9,4,5,0,1,3,TN
64703,1,1,5,5,4,22,1,1,TN
64704,1,1,4,6,5,48,1,3,NY
64705,1,1,5,6,2,28,2,2,SC
64706,1,1,4,7,5,79,1,3,MS
64707,1,1,6,7,3,31,1,3,NC
64708,2,1,3,1,4,70,1,3,DC
64709,1,9,6,5,2,58,1,3,AR
64710,1,1,6,7,2,80,2,3,AZ
64711,1,1,3,3,5,55,2,2,MN
64712,2,1,4,1,3,60,1,2,MN
64713,1,1,7,5,1,57,1,3,SD
64714,1,1,6,7,3,68,1,3,WI
64715,1,1,6,7,4,73,2,3,LA
64716,1,1,5,7,1,75,2,3,PA
64717,1,1,4,3,5,27,2,3,IL
64718,1,9,9,7,9,76,1,1,TX
64719,5,1,3,2,2,20,2,1,CA
64720,1,1,1,2,5,32,2,2,IN
64721,1,1,4,7,5,37,1,2,NE
64722,6,1,5,4,5,0,2,1,FL
64723,1,1,3,1,5,78,1,3,MA
64724,5,1,9,4,5,53,1,3,NY
64725,5,1,9,4,4,26,2,3,TX
64726,4,9,3,4,4,64,1,3,NY
64727,2,9,9,2,2,60,2,2,FL
64728,1,1,2,2,5,55,1,3,CA
64729,1,1,4,3,5,20,1,1,MI
64730,1,1,6,7,5,58,2,3,CA
64731,1,1,6,6,4,75,2,3,TN
64732,1,9,6,6,4,63,2,2,NY
64733,1,1,6,7,2,65,1,1,GA
64734,1,9,5,5,5,31,1,2,VT
64735,1,1,6,7,4,50,1,3,IA
64736,5,1,9,4,1,67,1,1,FL
64737,4,1,4,5,5,60,1,2,FL
64738,1,1,6,6,1,80,1,3,CO
64739,1,5,9,3,5,64,1,1,CA
64740,6,1,2,1,5,24,2,1,IN
64741,1,1,4,4,4,74,2,3,MN
64742,1,5,4,4,4,60,2,3,OK
64743,1,1,6,7,1,65,2,2,UT
64744,2,1,4,1,1,75,2,3,DE
64745,5,1,2,3,5,30,2,2,FL
64746,5,1,4,4,5,30,1,2,TX
64747,1,1,4,7,5,45,1,3,PA
64748,1,9,2,1,5,43,1,3,CT
64749,1,1,3,2,5,60,2,2,WA
64750,1,1,4,4,1,66,2,2,NY
64751,1,1,7,5,2,35,2,3,OK
64752,4,1,4,4,5,40,1,2,FL
64753,1,1,7,7,5,80,1,3,IN
64754,1,1,5,6,5,38,1,1,MA
64755,2,1,6,5,5,60,1,3,NV
64756,5,5,4,5,4,26,1,2,CA
64757,1,1,6,7,2,60,2,3,MA
64758,1,1,2,1,5,70,2,3,OH
64759,6,1,4,2,4,49,1,1,IL
64760,6,1,2,4,5,54,1,1,TN
64761,1,1,9,4,5,43,1,1,IN
64762,1,1,5,7,3,57,2,1,NV
64763,1,5,2,4,5,34,2,2,RI
64764,1,1,2,1,2,65,2,3,NE
64765,2,1,4,1,1,68,2,2,LA
64766,1,1,5,7,4,68,2,2,OH
64767,2,5,4,6,4,28,1,1,IL
64768,1,1,9,1,5,67,2,1,MS
64769,1,1,4,3,2,72,2,2,IL
64770,1,1,2,1,5,59,1,3,WA
64771,1,1,4,4,5,46,2,2,OH
64772,5,1,5,2,5,35,2,3,CA
64773,2,9,3,1,5,64,1,3,CA
64774,5,1,9,2,5,49,2,2,IL
64775,5,1,9,3,5,27,2,1,CA
64776,6,1,4,2,3,61,2,3,AL
64777,1,9,2,1,5,68,2,3,CA
64778,1,1,4,5,3,61,1,1,IA
64779,1,1,4,3,5,62,2,3,MA
64780,1,1,2,1,5,55,2,3,NH
64781,2,5,9,2,5,56,2,2,LA
64782,5,1,2,1,4,23,2,3,TX
64783,5,9,9,3,3,79,2,1,NJ
64784,1,1,9,1,5,80,2,3,MA
64785,1,1,4,3,5,80,2,2,NY
64786,5,1,5,1,2,80,1,3,FL
64787,1,1,2,2,5,39,1,3,NJ
64788,3,1,5,6,2,18,2,1,OR
64789,2,1,3,4,5,29,2,1,SD
64790,5,1,1,1,5,67,2,3,MD
64791,5,1,4,6,5,68,2,3,TX
64792,1,1,6,7,4,22,1,1,MN
64793,5,1,4,5,5,0,2,2,CA
64794,1,1,6,7,5,41,1,2,UT
64795,5,1,9,2,5,41,2,3,CA
64796,1,1,4,2,3,36,2,2,KY
64797,9,1,5,7,2,0,1,2,OH
64798,9,1,2,1,5,0,2,3,MA
64799,1,5,6,7,2,30,1,2,ME
64800,1,1,4,4,5,0,2,2,NY
64801,5,9,4,5,4,20,1,2,MA
64802,1,1,7,7,2,53,1,3,MD
64803,1,1,4,7,5,47,2,2,IN
64804,1,1,5,7,5,43,1,2,GA
64805,6,1,9,2,5,63,2,1,OK
64806,1,1,6,7,3,22,2,1,KS
64807,1,1,6,7,5,80,1,3,CA
64808,1,1,2,1,5,73,2,3,CA
64809,6,1,3,3,5,31,1,1,AZ
64810,1,5,4,3,5,57,1,2,PA
64811,2,1,9,1,1,71,1,2,SC
64812,6,1,9,1,1,64,1,3,NC
64813,1,1,2,1,4,69,2,3,PA
64814,1,1,6,7,5,67,2,3,NY
64815,1,1,1,1,5,58,2,3,NC
64816,1,1,9,4,5,19,2,1,MN
64817,1,1,3,1,4,42,1,3,FL
64818,3,1,3,2,5,24,2,1,TX
64819,1,1,6,7,2,77,1,3,NE
64820,1,1,1,3,5,37,1,3,FL
64821,1,1,7,7,1,55,1,3,TN
64822,1,1,4,4,5,69,2,3,NM
64823,1,1,2,1,2,68,2,3,TN
